sku_id,current_ad_spend_per_unit,roas,conversion_rate,ctr,cpc,last_30d_sales,avg_daily_sessions,conversion_benchmark
FABSOCH-W-0055,125,5.51,0.03,0.02,10,120,500,0.03
FABSOCH-W-0056,162,5.92,0.03,0.02,10,120,500,0.03
FABSOCH-W-0057,199,5.33,0.03,0.02,10,120,500,0.03
FABSOCH-W-0058,236,6.74,0.03,0.02,10,120,500,0.03
FABSOCH-W-0059,33,1.34,0.03,0.02,10,120,500,0.03
FABSOCH-W-0060,70,2.75,0.03,0.02,10,120,500,0.03
FABSOCH-W-0061,107,2.16,0.03,0.02,10,120,500,0.03
FABSOCH-W-0062,144,3.57,0.03,0.02,10,120,500,0.03
FABSOCH-W-0063,181,3.98,0.03,0.02,10,120,500,0.03
FABSOCH-W-0064,218,3.39,0.03,0.02,10,120,500,0.03
FABSOCH-W-0065,15,4.8,0.03,0.02,10,120,500,0.03
FABSOCH-W-0066,52,4.21,0.03,0.02,10,120,500,0.03
FABSOCH-W-0067,89,5.62,0.03,0.02,10,120,500,0.03
FABSOCH-W-0068,126,5.03,0.03,0.02,10,120,500,0.03
FABSOCH-W-0069,163,5.44,0.03,0.02,10,120,500,0.03
FABSOCH-W-0070,200,6.85,0.03,0.02,10,120,500,0.03
FABSOCH-W-0071,237,1.45,0.03,0.02,10,120,500,0.03
FABSOCH-W-0072,34,2.86,0.03,0.02,10,120,500,0.03
FABSOCH-W-0073,71,2.27,0.03,0.02,10,120,500,0.03
FABSOCH-W-0074,108,3.68,0.03,0.02,10,120,500,0.03
FABSOCH-W-0075,145,3.09,0.03,0.02,10,120,500,0.03
FABSOCH-W-0076,182,4.5,0.03,0.02,10,120,500,0.03
FABSOCH-W-0077,219,4.91,0.03,0.02,10,120,500,0.03
FABSOCH-W-0078,16,4.32,0.03,0.02,10,120,500,0.03
FABSOCH-W-0079,53,5.73,0.03,0.02,10,120,500,0.03
FABSOCH-W-0080,90,5.14,0.03,0.02,10,120,500,0.03
FABSOCH-W-0081,127,6.55,0.03,0.02,10,120,500,0.03
FABSOCH-W-0082,164,6.96,0.03,0.02,10,120,500,0.03
FABSOCH-W-0083,201,2.56,0.03,0.02,10,120,500,0.03
FABSOCH-W-0084,238,2.97,0.03,0.02,10,120,500,0.03
FABSOCH-W-0085,35,2.38,0.03,0.02,10,120,500,0.03
FABSOCH-W-0086,72,3.79,0.03,0.02,10,120,500,0.03
FABSOCH-W-0087,109,3.2,0.03,0.02,10,120,500,0.03
FABSOCH-W-0088,146,4.61,0.03,0.02,10,120,500,0.03
FABSOCH-W-0089,183,4.02,0.03,0.02,10,120,500,0.03
FABSOCH-W-0090,220,4.43,0.03,0.02,10,120,500,0.03
FABSOCH-W-0091,17,5.84,0.03,0.02,10,120,500,0.03
FABSOCH-W-0092,54,5.25,0.03,0.02,10,120,500,0.03
FABSOCH-W-0093,91,6.66,0.03,0.02,10,120,500,0.03
FABSOCH-W-0094,128,1.26,0.03,0.02,10,120,500,0.03
FABSOCH-W-0095,165,2.67,0.03,0.02,10,120,500,0.03
FABSOCH-W-0096,202,2.08,0.03,0.02,10,120,500,0.03
FABSOCH-W-0097,239,2.49,0.03,0.02,10,120,500,0.03
FABSOCH-W-0098,36,3.9,0.03,0.02,10,120,500,0.03
FABSOCH-W-0099,73,3.31,0.03,0.02,10,120,500,0.03
FABSOCH-W-0100,110,4.72,0.03,0.02,10,120,500,0.03
FABSOCH-W-0101,147,4.13,0.03,0.02,10,120,500,0.03
FABSOCH-W-0102,184,5.54,0.03,0.02,10,120,500,0.03
FABSOCH-W-0103,221,5.95,0.03,0.02,10,120,500,0.03
FABSOCH-W-0104,18,5.36,0.03,0.02,10,120,500,0.03
FABSOCH-W-0105,55,6.77,0.03,0.02,10,120,500,0.03
FABSOCH-W-0106,92,1.37,0.03,0.02,10,120,500,0.03
FABSOCH-W-0107,129,2.78,0.03,0.02,10,120,500,0.03
FABSOCH-W-0108,166,2.19,0.03,0.02,10,120,500,0.03
FABSOCH-W-0109,203,3.6,0.03,0.02,10,120,500,0.03
FABSOCH-W-0110,240,3.01,0.03,0.02,10,120,500,0.03
FABSOCH-W-0111,37,3.42,0.03,0.02,10,120,500,0.03
FABSOCH-W-0112,74,4.83,0.03,0.02,10,120,500,0.03
FABSOCH-W-0113,111,4.24,0.03,0.02,10,120,500,0.03
FABSOCH-W-0114,148,5.65,0.03,0.02,10,120,500,0.03
FABSOCH-W-0115,185,5.06,0.03,0.02,10,120,500,0.03
FABSOCH-W-0116,222,5.47,0.03,0.02,10,120,500,0.03
FABSOCH-W-0117,19,6.88,0.03,0.02,10,120,500,0.03
FABSOCH-W-0118,56,1.48,0.03,0.02,10,120,500,0.03
FABSOCH-W-0119,93,2.89,0.03,0.02,10,120,500,0.03
FABSOCH-W-0120,130,2.3,0.03,0.02,10,120,500,0.03
FABSOCH-W-0121,167,3.71,0.03,0.02,10,120,500,0.03
FABSOCH-W-0122,204,3.12,0.03,0.02,10,120,500,0.03
FABSOCH-W-0123,241,4.53,0.03,0.02,10,120,500,0.03
FABSOCH-W-0124,38,4.94,0.03,0.02,10,120,500,0.03
FABSOCH-W-0125,75,4.35,0.03,0.02,10,120,500,0.03
FABSOCH-W-0126,112,5.76,0.03,0.02,10,120,500,0.03
FABSOCH-W-0127,149,5.17,0.03,0.02,10,120,500,0.03
FABSOCH-W-0128,186,6.58,0.03,0.02,10,120,500,0.03
FABSOCH-W-0129,223,6.99,0.03,0.02,10,120,500,0.03
FABSOCH-W-0130,20,2.59,0.03,0.02,10,120,500,0.03
FABSOCH-W-0131,57,2.0,0.03,0.02,10,120,500,0.03
FABSOCH-W-0132,94,2.41,0.03,0.02,10,120,500,0.03
FABSOCH-W-0133,131,3.82,0.03,0.02,10,120,500,0.03
FABSOCH-W-0134,168,3.23,0.03,0.02,10,120,500,0.03
FABSOCH-W-0135,205,4.64,0.03,0.02,10,120,500,0.03
FABSOCH-W-0136,242,4.05,0.03,0.02,10,120,500,0.03
FABSOCH-W-0137,39,4.46,0.03,0.02,10,120,500,0.03
FABSOCH-W-0138,76,5.87,0.03,0.02,10,120,500,0.03
FABSOCH-W-0139,113,5.28,0.03,0.02,10,120,500,0.03
FABSOCH-W-0140,150,6.69,0.03,0.02,10,120,500,0.03
FABSOCH-W-0141,187,1.29,0.03,0.02,10,120,500,0.03
FABSOCH-W-0142,224,2.7,0.03,0.02,10,120,500,0.03
FABSOCH-W-0143,21,2.11,0.03,0.02,10,120,500,0.03
FABSOCH-W-0144,58,3.52,0.03,0.02,10,120,500,0.03
FABSOCH-W-0145,95,3.93,0.03,0.02,10,120,500,0.03
FABSOCH-W-0146,132,3.34,0.03,0.02,10,120,500,0.03
FABSOCH-W-0147,169,4.75,0.03,0.02,10,120,500,0.03
FABSOCH-W-0148,206,4.16,0.03,0.02,10,120,500,0.03
FABSOCH-W-0149,243,5.57,0.03,0.02,10,120,500,0.03
FABSOCH-W-0150,40,5.98,0.03,0.02,10,120,500,0.03
FABSOCH-W-0151,77,5.39,0.03,0.02,10,120,500,0.03
FABSOCH-W-0152,114,6.8,0.03,0.02,10,120,500,0.03
FABSOCH-W-0153,151,1.4,0.03,0.02,10,120,500,0.03
FABSOCH-W-0154,188,2.81,0.03,0.02,10,120,500,0.03
FABSOCH-W-0155,225,2.22,0.03,0.02,10,120,500,0.03
FABSOCH-W-0156,22,3.63,0.03,0.02,10,120,500,0.03
FABSOCH-W-0157,59,3.04,0.03,0.02,10,120,500,0.03
FABSOCH-W-0158,96,3.45,0.03,0.02,10,120,500,0.03
FABSOCH-W-0159,133,4.86,0.03,0.02,10,120,500,0.03
FABSOCH-W-0160,170,4.27,0.03,0.02,10,120,500,0.03
FABSOCH-W-0161,207,5.68,0.03,0.02,10,120,500,0.03
FABSOCH-W-0162,244,5.09,0.03,0.02,10,120,500,0.03
FABSOCH-W-0163,41,6.5,0.03,0.02,10,120,500,0.03
FABSOCH-W-0164,78,6.91,0.03,0.02,10,120,500,0.03
FABSOCH-W-0165,115,2.51,0.03,0.02,10,120,500,0.03
FABSOCH-W-0166,152,2.92,0.03,0.02,10,120,500,0.03
FABSOCH-W-0167,189,2.33,0.03,0.02,10,120,500,0.03
FABSOCH-W-0168,226,3.74,0.03,0.02,10,120,500,0.03
FABSOCH-W-0169,23,3.15,0.03,0.02,10,120,500,0.03
FABSOCH-W-0170,60,4.56,0.03,0.02,10,120,500,0.03
FABSOCH-W-0171,97,4.97,0.03,0.02,10,120,500,0.03
FABSOCH-W-0172,134,4.38,0.03,0.02,10,120,500,0.03
FABSOCH-W-0173,171,5.79,0.03,0.02,10,120,500,0.03
FABSOCH-W-0174,208,5.2,0.03,0.02,10,120,500,0.03
FABSOCH-W-0175,245,6.61,0.03,0.02,10,120,500,0.03
FABSOCH-W-0176,42,1.21,0.03,0.02,10,120,500,0.03
FABSOCH-W-0177,79,2.62,0.03,0.02,10,120,500,0.03
FABSOCH-W-0178,116,2.03,0.03,0.02,10,120,500,0.03
FABSOCH-W-0179,153,2.44,0.03,0.02,10,120,500,0.03
FABSOCH-W-0180,190,3.85,0.03,0.02,10,120,500,0.03
FABSOCH-W-0181,227,3.26,0.03,0.02,10,120,500,0.03
FABSOCH-W-0182,24,4.67,0.03,0.02,10,120,500,0.03
FABSOCH-W-0183,61,4.08,0.03,0.02,10,120,500,0.03
FABSOCH-W-0184,98,4.49,0.03,0.02,10,120,500,0.03
FABSOCH-W-0185,135,5.9,0.03,0.02,10,120,500,0.03
FABSOCH-W-0186,172,5.31,0.03,0.02,10,120,500,0.03
FABSOCH-W-0187,209,6.72,0.03,0.02,10,120,500,0.03
FABSOCH-W-0188,246,1.32,0.03,0.02,10,120,500,0.03
FABSOCH-W-0189,43,2.73,0.03,0.02,10,120,500,0.03
FABSOCH-W-0190,80,2.14,0.03,0.02,10,120,500,0.03
FABSOCH-W-0191,117,3.55,0.03,0.02,10,120,500,0.03
FABSOCH-W-0192,154,3.96,0.03,0.02,10,120,500,0.03
FABSOCH-W-0193,191,3.37,0.03,0.02,10,120,500,0.03
FABSOCH-W-0194,228,4.78,0.03,0.02,10,120,500,0.03
FABSOCH-W-0195,25,4.19,0.03,0.02,10,120,500,0.03
FABSOCH-W-0196,62,5.6,0.03,0.02,10,120,500,0.03
FABSOCH-W-0197,99,5.01,0.03,0.02,10,120,500,0.03
FABSOCH-W-0198,136,5.42,0.03,0.02,10,120,500,0.03
FABSOCH-W-0199,173,6.83,0.03,0.02,10,120,500,0.03
FABSOCH-W-0200,210,1.43,0.03,0.02,10,120,500,0.03
FABSOCH-W-0201,247,2.84,0.03,0.02,10,120,500,0.03
FABSOCH-W-0202,44,2.25,0.03,0.02,10,120,500,0.03
FABSOCH-W-0203,81,3.66,0.03,0.02,10,120,500,0.03
FABSOCH-W-0204,118,3.07,0.03,0.02,10,120,500,0.03
FABSOCH-W-0205,155,3.48,0.03,0.02,10,120,500,0.03
FABSOCH-W-0206,192,4.89,0.03,0.02,10,120,500,0.03
FABSOCH-W-0207,229,4.3,0.03,0.02,10,120,500,0.03
FABSOCH-W-0208,26,5.71,0.03,0.02,10,120,500,0.03
FABSOCH-W-0209,63,5.12,0.03,0.02,10,120,500,0.03
FABSOCH-W-0210,100,6.53,0.03,0.02,10,120,500,0.03
FABSOCH-W-0211,137,6.94,0.03,0.02,10,120,500,0.03
FABSOCH-W-0212,174,2.54,0.03,0.02,10,120,500,0.03
FABSOCH-W-0213,211,2.95,0.03,0.02,10,120,500,0.03
FABSOCH-W-0214,248,2.36,0.03,0.02,10,120,500,0.03
FABSOCH-W-0215,45,3.77,0.03,0.02,10,120,500,0.03
FABSOCH-W-0216,82,3.18,0.03,0.02,10,120,500,0.03
FABSOCH-W-0217,119,4.59,0.03,0.02,10,120,500,0.03
FABSOCH-W-0218,156,4.0,0.03,0.02,10,120,500,0.03
FABSOCH-W-0219,193,4.41,0.03,0.02,10,120,500,0.03
FABSOCH-W-0220,230,5.82,0.03,0.02,10,120,500,0.03
FABSOCH-W-0221,27,5.23,0.03,0.02,10,120,500,0.03
FABSOCH-W-0222,64,6.64,0.03,0.02,10,120,500,0.03
FABSOCH-W-0223,101,1.24,0.03,0.02,10,120,500,0.03
FABSOCH-W-0224,138,2.65,0.03,0.02,10,120,500,0.03
FABSOCH-W-0225,175,2.06,0.03,0.02,10,120,500,0.03
FABSOCH-W-0226,212,2.47,0.03,0.02,10,120,500,0.03
FABSOCH-W-0227,249,3.88,0.03,0.02,10,120,500,0.03
FABSOCH-W-0228,46,3.29,0.03,0.02,10,120,500,0.03
FABSOCH-W-0229,83,4.7,0.03,0.02,10,120,500,0.03
FABSOCH-W-0230,120,4.11,0.03,0.02,10,120,500,0.03
FABSOCH-W-0231,157,5.52,0.03,0.02,10,120,500,0.03
FABSOCH-W-0232,194,5.93,0.03,0.02,10,120,500,0.03
FABSOCH-W-0233,231,5.34,0.03,0.02,10,120,500,0.03
FABSOCH-W-0234,28,6.75,0.03,0.02,10,120,500,0.03
FABSOCH-W-0235,65,1.35,0.03,0.02,10,120,500,0.03
FABSOCH-W-0236,102,2.76,0.03,0.02,10,120,500,0.03
FABSOCH-W-0237,139,2.17,0.03,0.02,10,120,500,0.03
FABSOCH-W-0238,176,3.58,0.03,0.02,10,120,500,0.03
FABSOCH-W-0239,213,3.99,0.03,0.02,10,120,500,0.03
FABSOCH-W-0240,10,3.4,0.03,0.02,10,120,500,0.03
FABSOCH-W-0241,47,4.81,0.03,0.02,10,120,500,0.03
FABSOCH-W-0242,84,4.22,0.03,0.02,10,120,500,0.03
FABSOCH-W-0243,121,5.63,0.03,0.02,10,120,500,0.03
FABSOCH-W-0244,158,5.04,0.03,0.02,10,120,500,0.03
FABSOCH-W-0245,195,5.45,0.03,0.02,10,120,500,0.03
FABSOCH-W-0246,232,6.86,0.03,0.02,10,120,500,0.03
FABSOCH-W-0247,29,1.46,0.03,0.02,10,120,500,0.03
FABSOCH-W-0248,66,2.87,0.03,0.02,10,120,500,0.03
FABSOCH-W-0249,103,2.28,0.03,0.02,10,120,500,0.03
FABSOCH-W-0250,140,3.69,0.03,0.02,10,120,500,0.03
FABSOCH-W-0251,177,3.1,0.03,0.02,10,120,500,0.03
FABSOCH-W-0252,214,4.51,0.03,0.02,10,120,500,0.03
FABSOCH-W-0253,11,4.92,0.03,0.02,10,120,500,0.03
FABSOCH-W-0254,48,4.33,0.03,0.02,10,120,500,0.03
FABSOCH-W-0255,85,5.74,0.03,0.02,10,120,500,0.03
FABSOCH-W-0256,122,5.15,0.03,0.02,10,120,500,0.03
FABSOCH-W-0257,159,6.56,0.03,0.02,10,120,500,0.03
FABSOCH-W-0258,196,6.97,0.03,0.02,10,120,500,0.03
FABSOCH-W-0259,233,2.57,0.03,0.02,10,120,500,0.03
FABSOCH-W-0260,30,2.98,0.03,0.02,10,120,500,0.03
FABSOCH-W-0261,67,2.39,0.03,0.02,10,120,500,0.03
FABSOCH-W-0262,104,3.8,0.03,0.02,10,120,500,0.03
FABSOCH-W-0263,141,3.21,0.03,0.02,10,120,500,0.03
FABSOCH-W-0264,178,4.62,0.03,0.02,10,120,500,0.03
FABSOCH-W-0265,215,4.03,0.03,0.02,10,120,500,0.03
FABSOCH-W-0266,12,4.44,0.03,0.02,10,120,500,0.03
FABSOCH-W-0267,49,5.85,0.03,0.02,10,120,500,0.03
FABSOCH-W-0268,86,5.26,0.03,0.02,10,120,500,0.03
FABSOCH-W-0269,123,6.67,0.03,0.02,10,120,500,0.03
FABSOCH-W-0270,160,1.27,0.03,0.02,10,120,500,0.03
FABSOCH-W-0271,197,2.68,0.03,0.02,10,120,500,0.03
FABSOCH-W-0272,234,2.09,0.03,0.02,10,120,500,0.03
FABSOCH-W-0273,31,2.5,0.03,0.02,10,120,500,0.03
FABSOCH-W-0274,68,3.91,0.03,0.02,10,120,500,0.03
FABSOCH-W-0275,105,3.32,0.03,0.02,10,120,500,0.03
FABSOCH-W-0276,142,4.73,0.03,0.02,10,120,500,0.03
FABSOCH-W-0277,179,4.14,0.03,0.02,10,120,500,0.03
FABSOCH-W-0278,216,5.55,0.03,0.02,10,120,500,0.03
FABSOCH-W-0279,13,5.96,0.03,0.02,10,120,500,0.03
FABSOCH-W-0280,50,5.37,0.03,0.02,10,120,500,0.03
FABSOCH-W-0281,87,6.78,0.03,0.02,10,120,500,0.03
FABSOCH-W-0282,124,1.38,0.03,0.02,10,120,500,0.03
FABSOCH-W-0283,161,2.79,0.03,0.02,10,120,500,0.03
FABSOCH-W-0284,198,2.2,0.03,0.02,10,120,500,0.03
FABSOCH-W-0285,235,3.61,0.03,0.02,10,120,500,0.03
FABSOCH-W-0286,32,3.02,0.03,0.02,10,120,500,0.03
FABSOCH-W-0287,69,3.43,0.03,0.02,10,120,500,0.03
FABSOCH-W-0288,106,4.84,0.03,0.02,10,120,500,0.03
FABSOCH-W-0289,143,4.25,0.03,0.02,10,120,500,0.03
FABSOCH-W-0290,180,5.66,0.03,0.02,10,120,500,0.03
FABSOCH-W-0291,217,5.07,0.03,0.02,10,120,500,0.03
FABSOCH-W-0292,14,5.48,0.03,0.02,10,120,500,0.03
FABSOCH-W-0293,51,6.89,0.03,0.02,10,120,500,0.03
FABSOCH-W-0294,88,1.49,0.03,0.02,10,120,500,0.03
FABSOCH-W-0295,125,2.9,0.03,0.02,10,120,500,0.03
FABSOCH-W-0296,162,2.31,0.03,0.02,10,120,500,0.03
FABSOCH-W-0297,199,3.72,0.03,0.02,10,120,500,0.03
FABSOCH-W-0298,236,3.13,0.03,0.02,10,120,500,0.03
FABSOCH-W-0299,33,4.54,0.03,0.02,10,120,500,0.03
FABSOCH-W-0300,70,4.95,0.03,0.02,10,120,500,0.03
FABSOCH-W-0301,107,4.36,0.03,0.02,10,120,500,0.03
FABSOCH-W-0302,144,5.77,0.03,0.02,10,120,500,0.03
FABSOCH-W-0303,181,5.18,0.03,0.02,10,120,500,0.03
FABSOCH-W-0304,218,6.59,0.03,0.02,10,120,500,0.03
FABSOCH-W-0305,15,6.0,0.03,0.02,10,120,500,0.03
FABSOCH-W-0306,52,2.6,0.03,0.02,10,120,500,0.03
FABSOCH-W-0307,89,2.01,0.03,0.02,10,120,500,0.03
FABSOCH-W-0308,126,2.42,0.03,0.02,10,120,500,0.03
FABSOCH-W-0309,163,3.83,0.03,0.02,10,120,500,0.03
FABSOCH-W-0310,200,3.24,0.03,0.02,10,120,500,0.03
FABSOCH-W-0311,237,4.65,0.03,0.02,10,120,500,0.03
FABSOCH-W-0312,34,4.06,0.03,0.02,10,120,500,0.03
FABSOCH-W-0313,71,4.47,0.03,0.02,10,120,500,0.03
FABSOCH-W-0314,108,5.88,0.03,0.02,10,120,500,0.03
FABSOCH-W-0315,145,5.29,0.03,0.02,10,120,500,0.03
FABSOCH-W-0316,182,6.7,0.03,0.02,10,120,500,0.03
FABSOCH-W-0317,219,1.3,0.03,0.02,10,120,500,0.03
FABSOCH-W-0318,16,2.71,0.03,0.02,10,120,500,0.03
FABSOCH-W-0319,53,2.12,0.03,0.02,10,120,500,0.03
FABSOCH-W-0320,90,3.53,0.03,0.02,10,120,500,0.03
FABSOCH-W-0321,127,3.94,0.03,0.02,10,120,500,0.03
FABSOCH-W-0322,164,3.35,0.03,0.02,10,120,500,0.03
FABSOCH-W-0323,201,4.76,0.03,0.02,10,120,500,0.03
FABSOCH-W-0324,238,4.17,0.03,0.02,10,120,500,0.03
FABSOCH-W-0325,35,5.58,0.03,0.02,10,120,500,0.03
FABSOCH-W-0326,72,5.99,0.03,0.02,10,120,500,0.03
FABSOCH-W-0327,109,5.4,0.03,0.02,10,120,500,0.03
FABSOCH-W-0328,146,6.81,0.03,0.02,10,120,500,0.03
FABSOCH-W-0329,183,1.41,0.03,0.02,10,120,500,0.03
FABSOCH-W-0330,220,2.82,0.03,0.02,10,120,500,0.03
FABSOCH-W-0331,17,2.23,0.03,0.02,10,120,500,0.03
FABSOCH-W-0332,54,3.64,0.03,0.02,10,120,500,0.03
FABSOCH-W-0333,91,3.05,0.03,0.02,10,120,500,0.03
FABSOCH-W-0334,128,3.46,0.03,0.02,10,120,500,0.03
FABSOCH-W-0335,165,4.87,0.03,0.02,10,120,500,0.03
FABSOCH-W-0336,202,4.28,0.03,0.02,10,120,500,0.03
FABSOCH-W-0337,239,5.69,0.03,0.02,10,120,500,0.03
FABSOCH-W-0338,36,5.1,0.03,0.02,10,120,500,0.03
FABSOCH-W-0339,73,6.51,0.03,0.02,10,120,500,0.03
FABSOCH-W-0340,110,6.92,0.03,0.02,10,120,500,0.03
FABSOCH-W-0341,147,2.52,0.03,0.02,10,120,500,0.03
FABSOCH-W-0342,184,2.93,0.03,0.02,10,120,500,0.03
FABSOCH-W-0343,221,2.34,0.03,0.02,10,120,500,0.03
FABSOCH-W-0344,18,3.75,0.03,0.02,10,120,500,0.03
FABSOCH-W-0345,55,3.16,0.03,0.02,10,120,500,0.03
FABSOCH-W-0346,92,4.57,0.03,0.02,10,120,500,0.03
FABSOCH-W-0347,129,4.98,0.03,0.02,10,120,500,0.03
FABSOCH-W-0348,166,4.39,0.03,0.02,10,120,500,0.03
FABSOCH-W-0349,203,5.8,0.03,0.02,10,120,500,0.03
FABSOCH-W-0350,240,5.21,0.03,0.02,10,120,500,0.03
FABSOCH-W-0351,37,6.62,0.03,0.02,10,120,500,0.03
FABSOCH-W-0352,74,1.22,0.03,0.02,10,120,500,0.03
FABSOCH-W-0353,111,2.63,0.03,0.02,10,120,500,0.03
FABSOCH-W-0354,148,2.04,0.03,0.02,10,120,500,0.03
FABSOCH-W-0355,185,2.45,0.03,0.02,10,120,500,0.03
FABSOCH-W-0356,222,3.86,0.03,0.02,10,120,500,0.03
FABSOCH-W-0357,19,3.27,0.03,0.02,10,120,500,0.03
FABSOCH-W-0358,56,4.68,0.03,0.02,10,120,500,0.03
FABSOCH-W-0359,93,4.09,0.03,0.02,10,120,500,0.03
FABSOCH-W-0360,130,4.5,0.03,0.02,10,120,500,0.03
FABSOCH-W-0361,167,5.91,0.03,0.02,10,120,500,0.03
FABSOCH-W-0362,204,5.32,0.03,0.02,10,120,500,0.03
FABSOCH-W-0363,241,6.73,0.03,0.02,10,120,500,0.03
FABSOCH-W-0364,38,1.33,0.03,0.02,10,120,500,0.03
FABSOCH-W-0365,75,2.74,0.03,0.02,10,120,500,0.03
FABSOCH-W-0366,112,2.15,0.03,0.02,10,120,500,0.03
FABSOCH-W-0367,149,3.56,0.03,0.02,10,120,500,0.03
FABSOCH-W-0368,186,3.97,0.03,0.02,10,120,500,0.03
FABSOCH-W-0369,223,3.38,0.03,0.02,10,120,500,0.03
FABSOCH-W-0370,20,4.79,0.03,0.02,10,120,500,0.03
FABSOCH-W-0371,57,4.2,0.03,0.02,10,120,500,0.03
FABSOCH-W-0372,94,5.61,0.03,0.02,10,120,500,0.03
FABSOCH-W-0373,131,5.02,0.03,0.02,10,120,500,0.03
FABSOCH-W-0374,168,5.43,0.03,0.02,10,120,500,0.03
FABSOCH-W-0375,205,6.84,0.03,0.02,10,120,500,0.03
FABSOCH-W-0376,242,1.44,0.03,0.02,10,120,500,0.03
FABSOCH-W-0377,39,2.85,0.03,0.02,10,120,500,0.03
FABSOCH-W-0378,76,2.26,0.03,0.02,10,120,500,0.03
FABSOCH-W-0379,113,3.67,0.03,0.02,10,120,500,0.03
FABSOCH-W-0380,150,3.08,0.03,0.02,10,120,500,0.03
FABSOCH-W-0381,187,3.49,0.03,0.02,10,120,500,0.03
FABSOCH-W-0382,224,4.9,0.03,0.02,10,120,500,0.03
FABSOCH-W-0383,21,4.31,0.03,0.02,10,120,500,0.03
FABSOCH-W-0384,58,5.72,0.03,0.02,10,120,500,0.03
FABSOCH-W-0385,95,5.13,0.03,0.02,10,120,500,0.03
