sku_id,current_ad_spend_per_unit,roas,conversion_rate,ctr,cpc,last_30d_sales,avg_daily_sessions,conversion_benchmark
MYN-W-0192,154,3.96,0.045450000000000004,0.02,10,120,500,0.0224
MYN-W-0193,191,3.37,0.05675,0.02,10,120,500,0.02336
MYN-W-0194,228,4.78,0.032,0.02,10,120,500,0.02369
MYN-W-0195,25,4.19,0.02825,0.02,10,120,500,0.031190000000000002
MYN-W-0196,62,5.6,0.02635,0.02,10,120,500,0.02954
MYN-W-0197,99,5.01,0.039900000000000005,0.02,10,120,500,0.04076
MYN-W-0198,136,5.42,0.0582,0.02,10,120,500,0.02723
MYN-W-0199,173,6.83,0.0161,0.02,10,120,500,0.025070000000000002
MYN-W-0200,210,1.43,0.04045,0.02,10,120,500,0.036500000000000005
MYN-W-0201,247,2.84,0.060450000000000004,0.02,10,120,500,0.03848
MYN-W-0202,44,2.25,0.03705,0.02,10,120,500,0.048229999999999995
MYN-W-0203,81,3.66,0.02615,0.02,10,120,500,0.030019999999999998
MYN-W-0204,118,3.07,0.0162,0.02,10,120,500,0.02603
MYN-W-0205,155,3.48,0.03025,0.02,10,120,500,0.03362
MYN-W-0206,192,4.89,0.043149999999999994,0.02,10,120,500,0.04078999999999999
MYN-W-0207,229,4.3,0.02655,0.02,10,120,500,0.02015
MYN-W-0208,26,5.71,0.0511,0.02,10,120,500,0.03986
MYN-W-0209,63,5.12,0.0568,0.02,10,120,500,0.04643
MYN-W-0210,100,6.53,0.047,0.02,10,120,500,0.03065
MYN-W-0211,137,6.94,0.024050000000000002,0.02,10,120,500,0.043160000000000004
MYN-W-0212,174,2.54,0.06445000000000001,0.02,10,120,500,0.02801
MYN-W-0213,211,2.95,0.057800000000000004,0.02,10,120,500,0.02762
MYN-W-0214,248,2.36,0.02765,0.02,10,120,500,0.04715
MYN-W-0215,45,3.77,0.0622,0.02,10,120,500,0.04982
MYN-W-0216,82,3.18,0.0275,0.02,10,120,500,0.02189
MYN-W-0217,119,4.59,0.02315,0.02,10,120,500,0.030170000000000002
MYN-W-0218,156,4.0,0.02145,0.02,10,120,500,0.03764
MYN-W-0219,193,4.41,0.0473,0.02,10,120,500,0.04061
MYN-W-0220,230,5.82,0.021249999999999998,0.02,10,120,500,0.04007
MYN-W-0221,27,5.23,0.0205,0.02,10,120,500,0.02552
MYN-W-0222,64,6.64,0.0514,0.02,10,120,500,0.03839
MYN-W-0223,101,1.24,0.032850000000000004,0.02,10,120,500,0.036919999999999994
MYN-W-0224,138,2.65,0.0152,0.02,10,120,500,0.031670000000000004
MYN-W-0225,175,2.06,0.0492,0.02,10,120,500,0.03368
MYN-W-0226,212,2.47,0.022099999999999998,0.02,10,120,500,0.04961
MYN-W-0227,249,3.88,0.04385,0.02,10,120,500,0.03203
MYN-W-0228,46,3.29,0.02255,0.02,10,120,500,0.02537
MYN-W-0229,83,4.7,0.049999999999999996,0.02,10,120,500,0.02282
MYN-W-0230,120,4.11,0.0262,0.02,10,120,500,0.0263
MYN-W-0231,157,5.52,0.0258,0.02,10,120,500,0.0341
MYN-W-0232,194,5.93,0.043649999999999994,0.02,10,120,500,0.04091
MYN-W-0233,231,5.34,0.05055,0.02,10,120,500,0.02669
MYN-W-0234,28,6.75,0.02165,0.02,10,120,500,0.0287
MYN-W-0235,65,1.35,0.01795,0.02,10,120,500,0.03752
MYN-W-0236,102,2.76,0.015,0.02,10,120,500,0.047420000000000004
MYN-W-0237,139,2.17,0.043899999999999995,0.02,10,120,500,0.02402
MYN-W-0238,176,3.58,0.0276,0.02,10,120,500,0.03107
MYN-W-0239,213,3.99,0.04125,0.02,10,120,500,0.04709
MYN-W-0240,10,3.4,0.034850000000000006,0.02,10,120,500,0.04856
MYN-W-0241,47,4.81,0.05475000000000001,0.02,10,120,500,0.04751
MYN-W-0242,84,4.22,0.0546,0.02,10,120,500,0.03689
MYN-W-0243,121,5.63,0.03315,0.02,10,120,500,0.03995
MYN-W-0244,158,5.04,0.04175,0.02,10,120,500,0.02636
MYN-W-0245,195,5.45,0.024149999999999998,0.02,10,120,500,0.02408
MYN-W-0246,232,6.86,0.048350000000000004,0.02,10,120,500,0.024890000000000002
MYN-W-0247,29,1.46,0.0263,0.02,10,120,500,0.02486
MYN-W-0248,66,2.87,0.0168,0.02,10,120,500,0.036500000000000005
MYN-W-0249,103,2.28,0.0461,0.02,10,120,500,0.02771
MYN-W-0250,140,3.69,0.05685,0.02,10,120,500,0.04586
MYN-W-0251,177,3.1,0.02975,0.02,10,120,500,0.046939999999999996
MYN-W-0252,214,4.51,0.0476,0.02,10,120,500,0.028999999999999998
MYN-W-0253,11,4.92,0.017849999999999998,0.02,10,120,500,0.0392
MYN-W-0254,48,4.33,0.03535,0.02,10,120,500,0.022010000000000002
MYN-W-0255,85,5.74,0.04615,0.02,10,120,500,0.0407
MYN-W-0256,122,5.15,0.0263,0.02,10,120,500,0.040010000000000004
MYN-W-0257,159,6.56,0.057300000000000004,0.02,10,120,500,0.02099
MYN-W-0258,196,6.97,0.0294,0.02,10,120,500,0.02042
MYN-W-0259,233,2.57,0.05585,0.02,10,120,500,0.02105
MYN-W-0260,30,2.98,0.046900000000000004,0.02,10,120,500,0.04283
MYN-W-0261,67,2.39,0.0623,0.02,10,120,500,0.03992
MYN-W-0262,104,3.8,0.04585,0.02,10,120,500,0.035930000000000004
MYN-W-0263,141,3.21,0.054000000000000006,0.02,10,120,500,0.035089999999999996
MYN-W-0264,178,4.62,0.03685,0.02,10,120,500,0.041749999999999995
MYN-W-0265,215,4.03,0.05745,0.02,10,120,500,0.03467
MYN-W-0266,12,4.44,0.0224,0.02,10,120,500,0.04643
MYN-W-0267,49,5.85,0.02395,0.02,10,120,500,0.02015
MYN-W-0268,86,5.26,0.03295,0.02,10,120,500,0.02582
MYN-W-0269,123,6.67,0.0201,0.02,10,120,500,0.02771
MYN-W-0270,160,1.27,0.01775,0.02,10,120,500,0.04274
MYN-W-0271,197,2.68,0.0533,0.02,10,120,500,0.046130000000000004
MYN-W-0272,234,2.09,0.05500000000000001,0.02,10,120,500,0.03959
MYN-W-0273,31,2.5,0.05695,0.02,10,120,500,0.04106
MYN-W-0274,68,3.91,0.029949999999999997,0.02,10,120,500,0.02849
MYN-W-0275,105,3.32,0.03055,0.02,10,120,500,0.0269
MYN-W-0276,142,4.73,0.060250000000000005,0.02,10,120,500,0.026000000000000002
MYN-W-0277,179,4.14,0.04735,0.02,10,120,500,0.02549
MYN-W-0278,216,5.55,0.05775,0.02,10,120,500,0.02474
MYN-W-0279,13,5.96,0.04705,0.02,10,120,500,0.04442
MYN-W-0280,50,5.37,0.0262,0.02,10,120,500,0.02243
MYN-W-0281,87,6.78,0.0585,0.02,10,120,500,0.03479
MYN-W-0282,124,1.38,0.042550000000000004,0.02,10,120,500,0.02045
MYN-W-0283,161,2.79,0.02205,0.02,10,120,500,0.04052
MYN-W-0284,198,2.2,0.0187,0.02,10,120,500,0.02612
MYN-W-0285,235,3.61,0.04625,0.02,10,120,500,0.02213
MYN-W-0286,32,3.02,0.04995,0.02,10,120,500,0.02519
MYN-W-0287,69,3.43,0.06375,0.02,10,120,500,0.0239
MYN-W-0288,106,4.84,0.0561,0.02,10,120,500,0.02525
MYN-W-0289,143,4.25,0.02115,0.02,10,120,500,0.029269999999999997
MYN-W-0290,180,5.66,0.059300000000000005,0.02,10,120,500,0.04979
MYN-W-0291,217,5.07,0.05935,0.02,10,120,500,0.0455
MYN-W-0292,14,5.48,0.041150000000000006,0.02,10,120,500,0.03191
MYN-W-0293,51,6.89,0.04985,0.02,10,120,500,0.046579999999999996
MYN-W-0294,88,1.49,0.039599999999999996,0.02,10,120,500,0.02135
MYN-W-0295,125,2.9,0.04855,0.02,10,120,500,0.03827
MYN-W-0296,162,2.31,0.02645,0.02,10,120,500,0.02528
MYN-W-0297,199,3.72,0.02375,0.02,10,120,500,0.04253
MYN-W-0298,236,3.13,0.052,0.02,10,120,500,0.04322
MYN-W-0299,33,4.54,0.0482,0.02,10,120,500,0.02264
MYN-W-0300,70,4.95,0.0437,0.02,10,120,500,0.03563
MYN-W-0301,107,4.36,0.032799999999999996,0.02,10,120,500,0.0473
MYN-W-0302,144,5.77,0.04295,0.02,10,120,500,0.02726
MYN-W-0303,181,5.18,0.03185,0.02,10,120,500,0.03617
MYN-W-0304,218,6.59,0.0335,0.02,10,120,500,0.02624
MYN-W-0305,15,6.0,0.0251,0.02,10,120,500,0.04697
MYN-W-0306,52,2.6,0.043000000000000003,0.02,10,120,500,0.03455
MYN-W-0307,89,2.01,0.0314,0.02,10,120,500,0.04865
MYN-W-0308,126,2.42,0.06080000000000001,0.02,10,120,500,0.04652
MYN-W-0309,163,3.83,0.031200000000000002,0.02,10,120,500,0.03611
MYN-W-0310,200,3.24,0.03475,0.02,10,120,500,0.02036
MYN-W-0311,237,4.65,0.0163,0.02,10,120,500,0.03398
MYN-W-0312,34,4.06,0.02875,0.02,10,120,500,0.04037
MYN-W-0313,71,4.47,0.04425,0.02,10,120,500,0.024050000000000002
MYN-W-0314,108,5.88,0.0202,0.02,10,120,500,0.04085
MYN-W-0315,145,5.29,0.052500000000000005,0.02,10,120,500,0.02957
MYN-W-0316,182,6.7,0.0204,0.02,10,120,500,0.03689
MYN-W-0317,219,1.3,0.06215,0.02,10,120,500,0.02696
MYN-W-0318,16,2.71,0.046650000000000004,0.02,10,120,500,0.02393
MYN-W-0319,53,2.12,0.0359,0.02,10,120,500,0.037309999999999996
MYN-W-0320,90,3.53,0.0559,0.02,10,120,500,0.02861
MYN-W-0321,127,3.94,0.05915,0.02,10,120,500,0.03005
MYN-W-0322,164,3.35,0.0502,0.02,10,120,500,0.03941
MYN-W-0323,201,4.76,0.02345,0.02,10,120,500,0.02522
MYN-W-0324,238,4.17,0.0569,0.02,10,120,500,0.02276
MYN-W-0325,35,5.58,0.05175,0.02,10,120,500,0.038900000000000004
MYN-W-0326,72,5.99,0.0497,0.02,10,120,500,0.02279
MYN-W-0327,109,5.4,0.039099999999999996,0.02,10,120,500,0.02342
MYN-W-0328,146,6.81,0.0473,0.02,10,120,500,0.02216
MYN-W-0329,183,1.41,0.03835,0.02,10,120,500,0.036320000000000005
MYN-W-0330,220,2.82,0.028,0.02,10,120,500,0.03185
MYN-W-0331,17,2.23,0.0422,0.02,10,120,500,0.035960000000000006
MYN-W-0332,54,3.64,0.052700000000000004,0.02,10,120,500,0.03644
MYN-W-0333,91,3.05,0.05525000000000001,0.02,10,120,500,0.0305
MYN-W-0334,128,3.46,0.03715,0.02,10,120,500,0.02714
MYN-W-0335,165,4.87,0.049150000000000006,0.02,10,120,500,0.037970000000000004
MYN-W-0336,202,4.28,0.041400000000000006,0.02,10,120,500,0.03608
MYN-W-0337,239,5.69,0.0458,0.02,10,120,500,0.03665
MYN-W-0338,36,5.1,0.02305,0.02,10,120,500,0.04793
MYN-W-0339,73,6.51,0.04290000000000001,0.02,10,120,500,0.02951
MYN-W-0340,110,6.92,0.018099999999999998,0.02,10,120,500,0.02249
MYN-W-0341,147,2.52,0.0205,0.02,10,120,500,0.04802
MYN-W-0342,184,2.93,0.01905,0.02,10,120,500,0.036710000000000007
MYN-W-0343,221,2.34,0.01545,0.02,10,120,500,0.03992
MYN-W-0344,18,3.75,0.02955,0.02,10,120,500,0.025160000000000002
MYN-W-0345,55,3.16,0.0254,0.02,10,120,500,0.02777
MYN-W-0346,92,4.57,0.049,0.02,10,120,500,0.024050000000000002
MYN-W-0347,129,4.98,0.0427,0.02,10,120,500,0.03893
MYN-W-0348,166,4.39,0.027549999999999998,0.02,10,120,500,0.02861
MYN-W-0349,203,5.8,0.029,0.02,10,120,500,0.0251
MYN-W-0350,240,5.21,0.0472,0.02,10,120,500,0.04349
MYN-W-0351,37,6.62,0.04535,0.02,10,120,500,0.03923
MYN-W-0352,74,1.22,0.061250000000000006,0.02,10,120,500,0.0218
MYN-W-0353,111,2.63,0.06425,0.02,10,120,500,0.042319999999999997
MYN-W-0354,148,2.04,0.05645,0.02,10,120,500,0.0356
MYN-W-0355,185,2.45,0.02195,0.02,10,120,500,0.03974
MYN-W-0356,222,3.86,0.033549999999999996,0.02,10,120,500,0.036919999999999994
MYN-W-0357,19,3.27,0.0358,0.02,10,120,500,0.02075
MYN-W-0358,56,4.68,0.0253,0.02,10,120,500,0.02177
MYN-W-0359,93,4.09,0.036250000000000004,0.02,10,120,500,0.02276
MYN-W-0360,130,4.5,0.0347,0.02,10,120,500,0.04721
MYN-W-0361,167,5.91,0.03185,0.02,10,120,500,0.03209
MYN-W-0362,204,5.32,0.060000000000000005,0.02,10,120,500,0.02753
MYN-W-0363,241,6.73,0.0175,0.02,10,120,500,0.047
MYN-W-0364,38,1.33,0.0635,0.02,10,120,500,0.03098
MYN-W-0365,75,2.74,0.033049999999999996,0.02,10,120,500,0.03317
MYN-W-0366,112,2.15,0.0641,0.02,10,120,500,0.036500000000000005
MYN-W-0367,149,3.56,0.033100000000000004,0.02,10,120,500,0.04217
MYN-W-0368,186,3.97,0.03295,0.02,10,120,500,0.0287
MYN-W-0369,223,3.38,0.0561,0.02,10,120,500,0.021920000000000002
MYN-W-0370,20,4.79,0.05455,0.02,10,120,500,0.03665
MYN-W-0371,57,4.2,0.03765,0.02,10,120,500,0.02861
MYN-W-0372,94,5.61,0.0165,0.02,10,120,500,0.03974
MYN-W-0373,131,5.02,0.05435,0.02,10,120,500,0.02324
MYN-W-0374,168,5.43,0.04905,0.02,10,120,500,0.04502
MYN-W-0375,205,6.84,0.02135,0.02,10,120,500,0.02069
