sku_id,product_name,product_type
FABSOCH-W-0026,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Slim Fit,stable
FABSOCH-W-0027,Soch Printed Kurta - Teal - Polyester - Oversized,stable
FABSOCH-W-0028,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Regular Fit,stable
FABSOCH-W-0029,Soch Embroidered Kurta - Brown - Viscose - Relaxed Fit,stable
FABSOCH-W-0030,Fabindia Cotton Padded Jacket - Black - Cotton - Slim Fit,stable
FABSOCH-W-0031,Fabindia Silk Blend Saree - Navy - Cotton Blend - Oversized,stable
FABSOCH-W-0032,Soch Floral Print Saree - Olive - Wool Blend - Regular Fit,stable
FABSOCH-W-0033,Fabindia Cotton Saree - Maroon - Polyester - Relaxed Fit,stable
FABSOCH-W-0034,Soch Embellished Saree - Beige - Silk Blend - Slim Fit,stable
FABSOCH-W-0035,Fabindia Handblock Print Kurta - Grey - Viscose - Oversized,stable
FABSOCH-W-0036,Soch Woven Design Saree - Mustard - Cotton - Regular Fit,stable
FABSOCH-W-0037,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0038,Soch Festive Kurta Set - Off-White - Wool Blend - Slim Fit,stable
FABSOCH-W-0039,Fabindia Printed Cotton Kurta - Brown - Polyester - Oversized,stable
FABSOCH-W-0040,Soch Straight Kurta Set - Black - Silk Blend - Regular Fit,stable
FABSOCH-W-0041,Fabindia Quilted Short Jacket - Navy - Viscose - Relaxed Fit,stable
FABSOCH-W-0042,Soch Printed Kurta - Olive - Cotton - Slim Fit,stable
FABSOCH-W-0043,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Oversized,stable
FABSOCH-W-0044,Soch Embroidered Kurta - Beige - Wool Blend - Regular Fit,stable
FABSOCH-W-0045,Fabindia Cotton Padded Jacket - Grey - Polyester - Relaxed Fit,stable
FABSOCH-W-0046,Fabindia Silk Blend Saree - Mustard - Silk Blend - Slim Fit,stable
FABSOCH-W-0047,Soch Floral Print Saree - Teal - Viscose - Oversized,stable
FABSOCH-W-0048,Fabindia Cotton Saree - Off-White - Cotton - Regular Fit,stable
FABSOCH-W-0049,Soch Embellished Saree - Brown - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0050,Fabindia Handblock Print Kurta - Black - Wool Blend - Slim Fit,stable
FABSOCH-W-0051,Soch Woven Design Saree - Navy - Polyester - Oversized,stable
FABSOCH-W-0052,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Regular Fit,stable
FABSOCH-W-0053,Soch Festive Kurta Set - Maroon - Viscose - Relaxed Fit,stable
FABSOCH-W-0054,Fabindia Printed Cotton Kurta - Beige - Cotton - Slim Fit,stable
FABSOCH-W-0055,Soch Straight Kurta Set - Grey - Cotton Blend - Oversized,stable
FABSOCH-W-0056,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Regular Fit,stable
FABSOCH-W-0057,Soch Printed Kurta - Teal - Polyester - Relaxed Fit,stable
FABSOCH-W-0058,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Slim Fit,stable
FABSOCH-W-0059,Soch Embroidered Kurta - Brown - Viscose - Oversized,stable
FABSOCH-W-0060,Fabindia Cotton Padded Jacket - Black - Cotton - Regular Fit,stable
FABSOCH-W-0061,Fabindia Silk Blend Saree - Navy - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0062,Soch Floral Print Saree - Olive - Wool Blend - Slim Fit,stable
FABSOCH-W-0063,Fabindia Cotton Saree - Maroon - Polyester - Oversized,stable
FABSOCH-W-0064,Soch Embellished Saree - Beige - Silk Blend - Regular Fit,stable
FABSOCH-W-0065,Fabindia Handblock Print Kurta - Grey - Viscose - Relaxed Fit,stable
FABSOCH-W-0066,Soch Woven Design Saree - Mustard - Cotton - Slim Fit,stable
FABSOCH-W-0067,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Oversized,stable
FABSOCH-W-0068,Soch Festive Kurta Set - Off-White - Wool Blend - Regular Fit,stable
FABSOCH-W-0069,Fabindia Printed Cotton Kurta - Brown - Polyester - Relaxed Fit,stable
FABSOCH-W-0070,Soch Straight Kurta Set - Black - Silk Blend - Slim Fit,stable
FABSOCH-W-0071,Fabindia Quilted Short Jacket - Navy - Viscose - Oversized,stable
FABSOCH-W-0072,Soch Printed Kurta - Olive - Cotton - Regular Fit,stable
FABSOCH-W-0073,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0074,Soch Embroidered Kurta - Beige - Wool Blend - Slim Fit,stable
FABSOCH-W-0075,Fabindia Cotton Padded Jacket - Grey - Polyester - Oversized,stable
FABSOCH-W-0076,Fabindia Silk Blend Saree - Mustard - Silk Blend - Regular Fit,stable
FABSOCH-W-0077,Soch Floral Print Saree - Teal - Viscose - Relaxed Fit,stable
FABSOCH-W-0078,Fabindia Cotton Saree - Off-White - Cotton - Slim Fit,stable
FABSOCH-W-0079,Soch Embellished Saree - Brown - Cotton Blend - Oversized,stable
FABSOCH-W-0080,Fabindia Handblock Print Kurta - Black - Wool Blend - Regular Fit,stable
FABSOCH-W-0081,Soch Woven Design Saree - Navy - Polyester - Relaxed Fit,stable
FABSOCH-W-0082,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Slim Fit,stable
FABSOCH-W-0083,Soch Festive Kurta Set - Maroon - Viscose - Oversized,stable
FABSOCH-W-0084,Fabindia Printed Cotton Kurta - Beige - Cotton - Regular Fit,stable
FABSOCH-W-0085,Soch Straight Kurta Set - Grey - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0086,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Slim Fit,stable
FABSOCH-W-0087,Soch Printed Kurta - Teal - Polyester - Oversized,stable
FABSOCH-W-0088,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Regular Fit,stable
FABSOCH-W-0089,Soch Embroidered Kurta - Brown - Viscose - Relaxed Fit,stable
FABSOCH-W-0090,Fabindia Cotton Padded Jacket - Black - Cotton - Slim Fit,stable
FABSOCH-W-0091,Fabindia Silk Blend Saree - Navy - Cotton Blend - Oversized,stable
FABSOCH-W-0092,Soch Floral Print Saree - Olive - Wool Blend - Regular Fit,stable
FABSOCH-W-0093,Fabindia Cotton Saree - Maroon - Polyester - Relaxed Fit,stable
FABSOCH-W-0094,Soch Embellished Saree - Beige - Silk Blend - Slim Fit,stable
FABSOCH-W-0095,Fabindia Handblock Print Kurta - Grey - Viscose - Oversized,stable
FABSOCH-W-0096,Soch Woven Design Saree - Mustard - Cotton - Regular Fit,stable
FABSOCH-W-0097,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0098,Soch Festive Kurta Set - Off-White - Wool Blend - Slim Fit,stable
FABSOCH-W-0099,Fabindia Printed Cotton Kurta - Brown - Polyester - Oversized,stable
FABSOCH-W-0100,Soch Straight Kurta Set - Black - Silk Blend - Regular Fit,stable
FABSOCH-W-0101,Fabindia Quilted Short Jacket - Navy - Viscose - Relaxed Fit,stable
FABSOCH-W-0102,Soch Printed Kurta - Olive - Cotton - Slim Fit,stable
FABSOCH-W-0103,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Oversized,stable
FABSOCH-W-0104,Soch Embroidered Kurta - Beige - Wool Blend - Regular Fit,stable
FABSOCH-W-0105,Fabindia Cotton Padded Jacket - Grey - Polyester - Relaxed Fit,stable
FABSOCH-W-0106,Fabindia Silk Blend Saree - Mustard - Silk Blend - Slim Fit,stable
FABSOCH-W-0107,Soch Floral Print Saree - Teal - Viscose - Oversized,stable
FABSOCH-W-0108,Fabindia Cotton Saree - Off-White - Cotton - Regular Fit,stable
FABSOCH-W-0109,Soch Embellished Saree - Brown - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0110,Fabindia Handblock Print Kurta - Black - Wool Blend - Slim Fit,stable
FABSOCH-W-0111,Soch Woven Design Saree - Navy - Polyester - Oversized,stable
FABSOCH-W-0112,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Regular Fit,stable
FABSOCH-W-0113,Soch Festive Kurta Set - Maroon - Viscose - Relaxed Fit,stable
FABSOCH-W-0114,Fabindia Printed Cotton Kurta - Beige - Cotton - Slim Fit,stable
FABSOCH-W-0115,Soch Straight Kurta Set - Grey - Cotton Blend - Oversized,stable
FABSOCH-W-0116,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Regular Fit,stable
FABSOCH-W-0117,Soch Printed Kurta - Teal - Polyester - Relaxed Fit,stable
FABSOCH-W-0118,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Slim Fit,stable
FABSOCH-W-0119,Soch Embroidered Kurta - Brown - Viscose - Oversized,stable
FABSOCH-W-0120,Fabindia Cotton Padded Jacket - Black - Cotton - Regular Fit,stable
FABSOCH-W-0121,Fabindia Silk Blend Saree - Navy - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0122,Soch Floral Print Saree - Olive - Wool Blend - Slim Fit,stable
FABSOCH-W-0123,Fabindia Cotton Saree - Maroon - Polyester - Oversized,stable
FABSOCH-W-0124,Soch Embellished Saree - Beige - Silk Blend - Regular Fit,stable
FABSOCH-W-0125,Fabindia Handblock Print Kurta - Grey - Viscose - Relaxed Fit,stable
FABSOCH-W-0126,Soch Woven Design Saree - Mustard - Cotton - Slim Fit,stable
FABSOCH-W-0127,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Oversized,stable
FABSOCH-W-0128,Soch Festive Kurta Set - Off-White - Wool Blend - Regular Fit,stable
FABSOCH-W-0129,Fabindia Printed Cotton Kurta - Brown - Polyester - Relaxed Fit,stable
FABSOCH-W-0130,Soch Straight Kurta Set - Black - Silk Blend - Slim Fit,stable
FABSOCH-W-0131,Fabindia Quilted Short Jacket - Navy - Viscose - Oversized,stable
FABSOCH-W-0132,Soch Printed Kurta - Olive - Cotton - Regular Fit,stable
FABSOCH-W-0133,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0134,Soch Embroidered Kurta - Beige - Wool Blend - Slim Fit,stable
FABSOCH-W-0135,Fabindia Cotton Padded Jacket - Grey - Polyester - Oversized,stable
FABSOCH-W-0136,Fabindia Silk Blend Saree - Mustard - Silk Blend - Regular Fit,stable
FABSOCH-W-0137,Soch Floral Print Saree - Teal - Viscose - Relaxed Fit,stable
FABSOCH-W-0138,Fabindia Cotton Saree - Off-White - Cotton - Slim Fit,stable
FABSOCH-W-0139,Soch Embellished Saree - Brown - Cotton Blend - Oversized,stable
FABSOCH-W-0140,Fabindia Handblock Print Kurta - Black - Wool Blend - Regular Fit,stable
FABSOCH-W-0141,Soch Woven Design Saree - Navy - Polyester - Relaxed Fit,stable
FABSOCH-W-0142,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Slim Fit,stable
FABSOCH-W-0143,Soch Festive Kurta Set - Maroon - Viscose - Oversized,stable
FABSOCH-W-0144,Fabindia Printed Cotton Kurta - Beige - Cotton - Regular Fit,stable
FABSOCH-W-0145,Soch Straight Kurta Set - Grey - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0146,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Slim Fit,stable
FABSOCH-W-0147,Soch Printed Kurta - Teal - Polyester - Oversized,stable
FABSOCH-W-0148,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Regular Fit,stable
FABSOCH-W-0149,Soch Embroidered Kurta - Brown - Viscose - Relaxed Fit,stable
FABSOCH-W-0150,Fabindia Cotton Padded Jacket - Black - Cotton - Slim Fit,stable
FABSOCH-W-0151,Fabindia Silk Blend Saree - Navy - Cotton Blend - Oversized,stable
FABSOCH-W-0152,Soch Floral Print Saree - Olive - Wool Blend - Regular Fit,stable
FABSOCH-W-0153,Fabindia Cotton Saree - Maroon - Polyester - Relaxed Fit,stable
FABSOCH-W-0154,Soch Embellished Saree - Beige - Silk Blend - Slim Fit,stable
FABSOCH-W-0155,Fabindia Handblock Print Kurta - Grey - Viscose - Oversized,stable
FABSOCH-W-0156,Soch Woven Design Saree - Mustard - Cotton - Regular Fit,stable
FABSOCH-W-0157,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0158,Soch Festive Kurta Set - Off-White - Wool Blend - Slim Fit,stable
FABSOCH-W-0159,Fabindia Printed Cotton Kurta - Brown - Polyester - Oversized,stable
FABSOCH-W-0160,Soch Straight Kurta Set - Black - Silk Blend - Regular Fit,stable
FABSOCH-W-0161,Fabindia Quilted Short Jacket - Navy - Viscose - Relaxed Fit,stable
FABSOCH-W-0162,Soch Printed Kurta - Olive - Cotton - Slim Fit,stable
FABSOCH-W-0163,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Oversized,stable
FABSOCH-W-0164,Soch Embroidered Kurta - Beige - Wool Blend - Regular Fit,stable
FABSOCH-W-0165,Fabindia Cotton Padded Jacket - Grey - Polyester - Relaxed Fit,stable
FABSOCH-W-0166,Fabindia Silk Blend Saree - Mustard - Silk Blend - Slim Fit,stable
FABSOCH-W-0167,Soch Floral Print Saree - Teal - Viscose - Oversized,stable
FABSOCH-W-0168,Fabindia Cotton Saree - Off-White - Cotton - Regular Fit,stable
FABSOCH-W-0169,Soch Embellished Saree - Brown - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0170,Fabindia Handblock Print Kurta - Black - Wool Blend - Slim Fit,stable
FABSOCH-W-0171,Soch Woven Design Saree - Navy - Polyester - Oversized,stable
FABSOCH-W-0172,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Regular Fit,stable
FABSOCH-W-0173,Soch Festive Kurta Set - Maroon - Viscose - Relaxed Fit,stable
FABSOCH-W-0174,Fabindia Printed Cotton Kurta - Beige - Cotton - Slim Fit,stable
FABSOCH-W-0175,Soch Straight Kurta Set - Grey - Cotton Blend - Oversized,stable
FABSOCH-W-0176,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Regular Fit,stable
FABSOCH-W-0177,Soch Printed Kurta - Teal - Polyester - Relaxed Fit,stable
FABSOCH-W-0178,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Slim Fit,stable
FABSOCH-W-0179,Soch Embroidered Kurta - Brown - Viscose - Oversized,stable
FABSOCH-W-0180,Fabindia Cotton Padded Jacket - Black - Cotton - Regular Fit,stable
FABSOCH-W-0181,Fabindia Silk Blend Saree - Navy - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0182,Soch Floral Print Saree - Olive - Wool Blend - Slim Fit,stable
FABSOCH-W-0183,Fabindia Cotton Saree - Maroon - Polyester - Oversized,stable
FABSOCH-W-0184,Soch Embellished Saree - Beige - Silk Blend - Regular Fit,stable
FABSOCH-W-0185,Fabindia Handblock Print Kurta - Grey - Viscose - Relaxed Fit,stable
FABSOCH-W-0186,Soch Woven Design Saree - Mustard - Cotton - Slim Fit,stable
FABSOCH-W-0187,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Oversized,stable
FABSOCH-W-0188,Soch Festive Kurta Set - Off-White - Wool Blend - Regular Fit,stable
FABSOCH-W-0189,Fabindia Printed Cotton Kurta - Brown - Polyester - Relaxed Fit,stable
FABSOCH-W-0190,Soch Straight Kurta Set - Black - Silk Blend - Slim Fit,stable
FABSOCH-W-0191,Fabindia Quilted Short Jacket - Navy - Viscose - Oversized,stable
FABSOCH-W-0192,Soch Printed Kurta - Olive - Cotton - Regular Fit,stable
FABSOCH-W-0193,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0194,Soch Embroidered Kurta - Beige - Wool Blend - Slim Fit,stable
FABSOCH-W-0195,Fabindia Cotton Padded Jacket - Grey - Polyester - Oversized,stable
FABSOCH-W-0196,Fabindia Silk Blend Saree - Mustard - Silk Blend - Regular Fit,stable
FABSOCH-W-0197,Soch Floral Print Saree - Teal - Viscose - Relaxed Fit,stable
FABSOCH-W-0198,Fabindia Cotton Saree - Off-White - Cotton - Slim Fit,stable
FABSOCH-W-0199,Soch Embellished Saree - Brown - Cotton Blend - Oversized,stable
FABSOCH-W-0200,Fabindia Handblock Print Kurta - Black - Wool Blend - Regular Fit,stable
FABSOCH-W-0201,Soch Woven Design Saree - Navy - Polyester - Relaxed Fit,stable
FABSOCH-W-0202,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Slim Fit,stable
FABSOCH-W-0203,Soch Festive Kurta Set - Maroon - Viscose - Oversized,stable
FABSOCH-W-0204,Fabindia Printed Cotton Kurta - Beige - Cotton - Regular Fit,stable
FABSOCH-W-0205,Soch Straight Kurta Set - Grey - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0206,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Slim Fit,stable
FABSOCH-W-0207,Soch Printed Kurta - Teal - Polyester - Oversized,stable
FABSOCH-W-0208,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Regular Fit,stable
FABSOCH-W-0209,Soch Embroidered Kurta - Brown - Viscose - Relaxed Fit,stable
FABSOCH-W-0210,Fabindia Cotton Padded Jacket - Black - Cotton - Slim Fit,stable
FABSOCH-W-0211,Fabindia Silk Blend Saree - Navy - Cotton Blend - Oversized,stable
FABSOCH-W-0212,Soch Floral Print Saree - Olive - Wool Blend - Regular Fit,stable
FABSOCH-W-0213,Fabindia Cotton Saree - Maroon - Polyester - Relaxed Fit,stable
FABSOCH-W-0214,Soch Embellished Saree - Beige - Silk Blend - Slim Fit,stable
FABSOCH-W-0215,Fabindia Handblock Print Kurta - Grey - Viscose - Oversized,stable
FABSOCH-W-0216,Soch Woven Design Saree - Mustard - Cotton - Regular Fit,stable
FABSOCH-W-0217,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0218,Soch Festive Kurta Set - Off-White - Wool Blend - Slim Fit,stable
FABSOCH-W-0219,Fabindia Printed Cotton Kurta - Brown - Polyester - Oversized,stable
FABSOCH-W-0220,Soch Straight Kurta Set - Black - Silk Blend - Regular Fit,stable
FABSOCH-W-0221,Fabindia Quilted Short Jacket - Navy - Viscose - Relaxed Fit,stable
FABSOCH-W-0222,Soch Printed Kurta - Olive - Cotton - Slim Fit,stable
FABSOCH-W-0223,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Oversized,stable
FABSOCH-W-0224,Soch Embroidered Kurta - Beige - Wool Blend - Regular Fit,stable
FABSOCH-W-0225,Fabindia Cotton Padded Jacket - Grey - Polyester - Relaxed Fit,stable
FABSOCH-W-0226,Fabindia Silk Blend Saree - Mustard - Silk Blend - Slim Fit,stable
FABSOCH-W-0227,Soch Floral Print Saree - Teal - Viscose - Oversized,stable
FABSOCH-W-0228,Fabindia Cotton Saree - Off-White - Cotton - Regular Fit,stable
FABSOCH-W-0229,Soch Embellished Saree - Brown - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0230,Fabindia Handblock Print Kurta - Black - Wool Blend - Slim Fit,stable
FABSOCH-W-0231,Soch Woven Design Saree - Navy - Polyester - Oversized,stable
FABSOCH-W-0232,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Regular Fit,stable
FABSOCH-W-0233,Soch Festive Kurta Set - Maroon - Viscose - Relaxed Fit,stable
FABSOCH-W-0234,Fabindia Printed Cotton Kurta - Beige - Cotton - Slim Fit,stable
FABSOCH-W-0235,Soch Straight Kurta Set - Grey - Cotton Blend - Oversized,stable
FABSOCH-W-0236,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Regular Fit,stable
FABSOCH-W-0237,Soch Printed Kurta - Teal - Polyester - Relaxed Fit,stable
FABSOCH-W-0238,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Slim Fit,stable
FABSOCH-W-0239,Soch Embroidered Kurta - Brown - Viscose - Oversized,stable
FABSOCH-W-0240,Fabindia Cotton Padded Jacket - Black - Cotton - Regular Fit,stable
FABSOCH-W-0241,Fabindia Silk Blend Saree - Navy - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0242,Soch Floral Print Saree - Olive - Wool Blend - Slim Fit,stable
FABSOCH-W-0243,Fabindia Cotton Saree - Maroon - Polyester - Oversized,stable
FABSOCH-W-0244,Soch Embellished Saree - Beige - Silk Blend - Regular Fit,stable
FABSOCH-W-0245,Fabindia Handblock Print Kurta - Grey - Viscose - Relaxed Fit,stable
FABSOCH-W-0246,Soch Woven Design Saree - Mustard - Cotton - Slim Fit,stable
FABSOCH-W-0247,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Oversized,stable
FABSOCH-W-0248,Soch Festive Kurta Set - Off-White - Wool Blend - Regular Fit,stable
FABSOCH-W-0249,Fabindia Printed Cotton Kurta - Brown - Polyester - Relaxed Fit,stable
FABSOCH-W-0250,Soch Straight Kurta Set - Black - Silk Blend - Slim Fit,stable
FABSOCH-W-0251,Fabindia Quilted Short Jacket - Navy - Viscose - Oversized,stable
FABSOCH-W-0252,Soch Printed Kurta - Olive - Cotton - Regular Fit,stable
FABSOCH-W-0253,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0254,Soch Embroidered Kurta - Beige - Wool Blend - Slim Fit,stable
FABSOCH-W-0255,Fabindia Cotton Padded Jacket - Grey - Polyester - Oversized,stable
FABSOCH-W-0256,Fabindia Silk Blend Saree - Mustard - Silk Blend - Regular Fit,stable
FABSOCH-W-0257,Soch Floral Print Saree - Teal - Viscose - Relaxed Fit,stable
FABSOCH-W-0258,Fabindia Cotton Saree - Off-White - Cotton - Slim Fit,stable
FABSOCH-W-0259,Soch Embellished Saree - Brown - Cotton Blend - Oversized,stable
FABSOCH-W-0260,Fabindia Handblock Print Kurta - Black - Wool Blend - Regular Fit,stable
FABSOCH-W-0261,Soch Woven Design Saree - Navy - Polyester - Relaxed Fit,stable
FABSOCH-W-0262,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Slim Fit,stable
FABSOCH-W-0263,Soch Festive Kurta Set - Maroon - Viscose - Oversized,stable
FABSOCH-W-0264,Fabindia Printed Cotton Kurta - Beige - Cotton - Regular Fit,stable
FABSOCH-W-0265,Soch Straight Kurta Set - Grey - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0266,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Slim Fit,stable
FABSOCH-W-0267,Soch Printed Kurta - Teal - Polyester - Oversized,stable
FABSOCH-W-0268,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Regular Fit,stable
FABSOCH-W-0269,Soch Embroidered Kurta - Brown - Viscose - Relaxed Fit,stable
FABSOCH-W-0270,Fabindia Cotton Padded Jacket - Black - Cotton - Slim Fit,stable
FABSOCH-W-0271,Fabindia Silk Blend Saree - Navy - Cotton Blend - Oversized,stable
FABSOCH-W-0272,Soch Floral Print Saree - Olive - Wool Blend - Regular Fit,stable
FABSOCH-W-0273,Fabindia Cotton Saree - Maroon - Polyester - Relaxed Fit,stable
FABSOCH-W-0274,Soch Embellished Saree - Beige - Silk Blend - Slim Fit,stable
FABSOCH-W-0275,Fabindia Handblock Print Kurta - Grey - Viscose - Oversized,stable
FABSOCH-W-0276,Soch Woven Design Saree - Mustard - Cotton - Regular Fit,stable
FABSOCH-W-0277,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0278,Soch Festive Kurta Set - Off-White - Wool Blend - Slim Fit,stable
FABSOCH-W-0279,Fabindia Printed Cotton Kurta - Brown - Polyester - Oversized,stable
FABSOCH-W-0280,Soch Straight Kurta Set - Black - Silk Blend - Regular Fit,stable
FABSOCH-W-0281,Fabindia Quilted Short Jacket - Navy - Viscose - Relaxed Fit,stable
FABSOCH-W-0282,Soch Printed Kurta - Olive - Cotton - Slim Fit,stable
FABSOCH-W-0283,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Oversized,stable
FABSOCH-W-0284,Soch Embroidered Kurta - Beige - Wool Blend - Regular Fit,stable
FABSOCH-W-0285,Fabindia Cotton Padded Jacket - Grey - Polyester - Relaxed Fit,stable
FABSOCH-W-0286,Fabindia Silk Blend Saree - Mustard - Silk Blend - Slim Fit,stable
FABSOCH-W-0287,Soch Floral Print Saree - Teal - Viscose - Oversized,stable
FABSOCH-W-0288,Fabindia Cotton Saree - Off-White - Cotton - Regular Fit,stable
FABSOCH-W-0289,Soch Embellished Saree - Brown - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0290,Fabindia Handblock Print Kurta - Black - Wool Blend - Slim Fit,stable
FABSOCH-W-0291,Soch Woven Design Saree - Navy - Polyester - Oversized,stable
FABSOCH-W-0292,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Regular Fit,stable
FABSOCH-W-0293,Soch Festive Kurta Set - Maroon - Viscose - Relaxed Fit,stable
FABSOCH-W-0294,Fabindia Printed Cotton Kurta - Beige - Cotton - Slim Fit,stable
FABSOCH-W-0295,Soch Straight Kurta Set - Grey - Cotton Blend - Oversized,stable
FABSOCH-W-0296,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Regular Fit,stable
FABSOCH-W-0297,Soch Printed Kurta - Teal - Polyester - Relaxed Fit,stable
FABSOCH-W-0298,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Slim Fit,stable
FABSOCH-W-0299,Soch Embroidered Kurta - Brown - Viscose - Oversized,stable
FABSOCH-W-0300,Fabindia Cotton Padded Jacket - Black - Cotton - Regular Fit,stable
