sku_id,category,current_price,cogs,competitor_price,mrp
MYN-W-0053,Apparel,3919,1724,3919,4507.0
MYN-W-0054,Apparel,2579,1367,2579,2966.0
MYN-W-0055,Apparel,3499,1505,3499,4024.0
MYN-W-0056,Apparel,2339,1216,2339,2690.0
MYN-W-0057,Apparel,2639,1108,2639,3035.0
MYN-W-0058,Apparel,3674,1874,3674,4225.0
MYN-W-0059,Apparel,3659,2195,3659,4208.0
MYN-W-0060,Apparel,3254,1627,3254,3742.0
MYN-W-0061,Apparel,2199,1297,2199,2529.0
MYN-W-0062,Apparel,4444,2178,4444,5111.0
MYN-W-0063,Apparel,1959,1136,1959,2253.0
MYN-W-0064,Apparel,4024,1932,4024,4628.0
MYN-W-0065,Apparel,3009,1715,3009,3460.0
MYN-W-0066,Apparel,3089,1452,3089,3552.0
MYN-W-0067,Apparel,4199,2351,4199,4829.0
MYN-W-0068,Apparel,2729,1255,2729,3138.0
MYN-W-0069,Apparel,3779,2078,3779,4346.0
MYN-W-0070,Apparel,2499,1125,2499,2874.0
MYN-W-0071,Apparel,3359,1814,3359,3863.0
MYN-W-0072,Apparel,2259,994,2259,2598.0
MYN-W-0073,Apparel,3899,2066,3899,4484.0
MYN-W-0074,Apparel,3534,1520,3534,4064.0
MYN-W-0075,Apparel,3539,1840,3539,4070.0
MYN-W-0076,Apparel,3114,1308,3114,3581.0
MYN-W-0077,Apparel,2119,1081,2119,2437.0
MYN-W-0078,Apparel,4304,2582,4304,4950.0
MYN-W-0079,Apparel,1879,940,1879,2161.0
MYN-W-0080,Apparel,3884,2292,3884,4467.0
MYN-W-0081,Apparel,4479,2195,4479,5151.0
MYN-W-0082,Apparel,2969,1722,2969,3414.0
MYN-W-0083,Apparel,4059,1948,4059,4668.0
MYN-W-0084,Apparel,2609,1487,2609,3000.0
MYN-W-0085,Apparel,3639,1710,3639,4185.0
MYN-W-0086,Apparel,2419,1355,2419,2782.0
MYN-W-0087,Apparel,3219,1481,3219,3702.0
MYN-W-0088,Apparel,2179,1198,2179,2506.0
MYN-W-0089,Apparel,3779,1701,3779,4346.0
MYN-W-0090,Apparel,3394,1833,3394,3903.0
MYN-W-0091,Apparel,3419,1504,3419,3932.0
MYN-W-0092,Apparel,2974,1576,2974,3420.0
MYN-W-0093,Apparel,2039,877,2039,2345.0
MYN-W-0094,Apparel,4164,2165,4164,4789.0
MYN-W-0095,Apparel,1799,756,1799,2069.0
MYN-W-0096,Apparel,3744,1909,3744,4306.0
MYN-W-0097,Apparel,4339,2603,4339,4990.0
MYN-W-0098,Apparel,2849,1424,2849,3276.0
MYN-W-0099,Apparel,3919,2312,3919,4507.0
MYN-W-0100,Apparel,3869,1896,3869,4449.0
MYN-W-0101,Apparel,3499,2029,3499,4024.0
MYN-W-0102,Apparel,2339,1123,2339,2690.0
MYN-W-0103,Apparel,3079,1755,3079,3541.0
MYN-W-0104,Apparel,2099,987,2099,2414.0
MYN-W-0105,Apparel,3659,2049,3659,4208.0
MYN-W-0106,Apparel,3254,1497,3254,3742.0
MYN-W-0107,Apparel,3299,1814,3299,3794.0
MYN-W-0108,Apparel,4444,2000,4444,5111.0
MYN-W-0109,Apparel,1959,1058,1959,2253.0
MYN-W-0110,Apparel,4024,1771,4024,4628.0
MYN-W-0111,Apparel,1719,911,1719,1977.0
MYN-W-0112,Apparel,3604,1550,3604,4145.0
MYN-W-0113,Apparel,4199,2183,4199,4829.0
MYN-W-0114,Apparel,2729,1146,2729,3138.0
MYN-W-0115,Apparel,3779,1927,3779,4346.0
MYN-W-0116,Apparel,3749,2249,3749,4311.0
MYN-W-0117,Apparel,3359,1680,3359,3863.0
MYN-W-0118,Apparel,2259,1333,2259,2598.0
MYN-W-0119,Apparel,4549,2229,4549,5231.0
MYN-W-0120,Apparel,2019,1171,2019,2322.0
MYN-W-0121,Apparel,3539,1699,3539,4070.0
MYN-W-0122,Apparel,3114,1775,3114,3581.0
MYN-W-0123,Apparel,3179,1494,3179,3656.0
MYN-W-0124,Apparel,4304,2410,4304,4950.0
MYN-W-0125,Apparel,1879,864,1879,2161.0
MYN-W-0126,Apparel,3884,2136,3884,4467.0
MYN-W-0127,Apparel,2559,1152,2559,2943.0
MYN-W-0128,Apparel,3464,1871,3464,3984.0
MYN-W-0129,Apparel,4059,1786,4059,4668.0
MYN-W-0130,Apparel,2609,1383,2609,3000.0
MYN-W-0131,Apparel,3639,1565,3639,4185.0
MYN-W-0132,Apparel,3629,1887,3629,4173.0
MYN-W-0133,Apparel,3219,1352,3219,3702.0
MYN-W-0134,Apparel,2179,1111,2179,2506.0
MYN-W-0135,Apparel,4409,2645,4409,5070.0
MYN-W-0136,Apparel,1939,970,1939,2230.0
MYN-W-0137,Apparel,3419,2017,3419,3932.0
MYN-W-0138,Apparel,2974,1457,2974,3420.0
MYN-W-0139,Apparel,3059,1774,3059,3518.0
MYN-W-0140,Apparel,4164,1999,4164,4789.0
MYN-W-0141,Apparel,1799,1025,1799,2069.0
MYN-W-0142,Apparel,3744,1760,3744,4306.0
MYN-W-0143,Apparel,2479,1388,2479,2851.0
MYN-W-0144,Apparel,3324,1529,3324,3823.0
MYN-W-0145,Apparel,3919,2155,3919,4507.0
MYN-W-0146,Apparel,3869,1741,3869,4449.0
MYN-W-0147,Apparel,3499,1889,3499,4024.0
MYN-W-0148,Apparel,3509,1544,3509,4035.0
MYN-W-0149,Apparel,3079,1632,3079,3541.0
MYN-W-0150,Apparel,2099,903,2099,2414.0
MYN-W-0151,Apparel,4269,2220,4269,4909.0
MYN-W-0152,Apparel,1859,781,1859,2138.0
MYN-W-0153,Apparel,3299,1682,3299,3794.0
MYN-W-0154,Apparel,4444,2666,4444,5111.0
MYN-W-0155,Apparel,2939,1470,2939,3380.0
MYN-W-0156,Apparel,4024,2374,4024,4628.0
MYN-W-0157,Apparel,1719,842,1719,1977.0
MYN-W-0158,Apparel,3604,2090,3604,4145.0
MYN-W-0159,Apparel,2399,1152,2399,2759.0
MYN-W-0160,Apparel,3184,1815,3184,3662.0
MYN-W-0161,Apparel,3779,1776,3779,4346.0
MYN-W-0162,Apparel,3749,2099,3749,4311.0
MYN-W-0163,Apparel,3359,1545,3359,3863.0
MYN-W-0164,Apparel,3389,1864,3389,3897.0
MYN-W-0165,Apparel,4549,2047,4549,5231.0
MYN-W-0166,Apparel,2019,1090,2019,2322.0
MYN-W-0167,Apparel,4129,1817,4129,4748.0
MYN-W-0168,Apparel,1779,943,1779,2046.0
MYN-W-0169,Apparel,3179,1367,3179,3656.0
MYN-W-0170,Apparel,4304,2238,4304,4950.0
MYN-W-0171,Apparel,2819,1184,2819,3242.0
MYN-W-0172,Apparel,3884,1981,3884,4467.0
MYN-W-0173,Apparel,2559,1535,2559,2943.0
MYN-W-0174,Apparel,3464,1732,3464,3984.0
MYN-W-0175,Apparel,2319,1368,2319,2667.0
MYN-W-0176,Apparel,3044,1492,3044,3501.0
MYN-W-0177,Apparel,3639,2111,3639,4185.0
MYN-W-0178,Apparel,3629,1742,3629,4173.0
MYN-W-0179,Apparel,3219,1835,3219,3702.0
MYN-W-0180,Apparel,3269,1536,3269,3759.0
MYN-W-0181,Apparel,4409,2469,4409,5070.0
MYN-W-0182,Apparel,1939,892,1939,2230.0
MYN-W-0183,Apparel,3989,2194,3989,4587.0
MYN-W-0184,Apparel,1699,765,1699,1954.0
MYN-W-0185,Apparel,3059,1652,3059,3518.0
MYN-W-0186,Apparel,4164,1832,4164,4789.0
MYN-W-0187,Apparel,2699,1430,2699,3104.0
MYN-W-0188,Apparel,3744,1610,3744,4306.0
MYN-W-0189,Apparel,2479,1289,2479,2851.0
MYN-W-0190,Apparel,3324,1396,3324,3823.0
MYN-W-0191,Apparel,2239,1142,2239,2575.0
MYN-W-0192,Apparel,4514,2708,4514,5191.0
MYN-W-0193,Apparel,3499,1750,3499,4024.0
MYN-W-0194,Apparel,3509,2070,3509,4035.0
MYN-W-0195,Apparel,3079,1509,3079,3541.0
MYN-W-0196,Apparel,3149,1826,3149,3621.0
MYN-W-0197,Apparel,4269,2049,4269,4909.0
MYN-W-0198,Apparel,1859,1060,1859,2138.0
MYN-W-0199,Apparel,3849,1809,3849,4426.0
MYN-W-0200,Apparel,2539,1422,2539,2920.0
MYN-W-0201,Apparel,2939,1352,2939,3380.0
MYN-W-0202,Apparel,4024,2213,4024,4628.0
MYN-W-0203,Apparel,2579,1161,2579,2966.0
MYN-W-0204,Apparel,3604,1946,3604,4145.0
MYN-W-0205,Apparel,2399,1056,2399,2759.0
MYN-W-0206,Apparel,3184,1688,3184,3662.0
MYN-W-0207,Apparel,2159,928,2159,2483.0
MYN-W-0208,Apparel,4374,2274,4374,5030.0
MYN-W-0209,Apparel,3359,1411,3359,3863.0
MYN-W-0210,Apparel,3389,1728,3389,3897.0
MYN-W-0211,Apparel,4549,2729,4549,5231.0
MYN-W-0212,Apparel,3029,1514,3029,3483.0
MYN-W-0213,Apparel,4129,2436,4129,4748.0
MYN-W-0214,Apparel,1779,872,1779,2046.0
MYN-W-0215,Apparel,3709,2151,3709,4265.0
MYN-W-0216,Apparel,2459,1180,2459,2828.0
MYN-W-0217,Apparel,2819,1607,2819,3242.0
MYN-W-0218,Apparel,3884,1825,3884,4467.0
MYN-W-0219,Apparel,3839,2150,3839,4415.0
MYN-W-0220,Apparel,3464,1593,3464,3984.0
MYN-W-0221,Apparel,2319,1275,2319,2667.0
MYN-W-0222,Apparel,3044,1370,3044,3501.0
MYN-W-0223,Apparel,2079,1123,2079,2391.0
MYN-W-0224,Apparel,4234,1863,4234,4869.0
MYN-W-0225,Apparel,3219,1706,3219,3702.0
MYN-W-0226,Apparel,3269,1406,3269,3759.0
MYN-W-0227,Apparel,4409,2293,4409,5070.0
MYN-W-0228,Apparel,2909,1222,2909,3345.0
MYN-W-0229,Apparel,3989,2034,3989,4587.0
MYN-W-0230,Apparel,1699,1019,1699,1954.0
MYN-W-0231,Apparel,3569,1784,3569,4104.0
MYN-W-0232,Apparel,2379,1404,2379,2736.0
MYN-W-0233,Apparel,2699,1323,2699,3104.0
MYN-W-0234,Apparel,3744,2172,3744,4306.0
MYN-W-0235,Apparel,3719,1785,3719,4277.0
MYN-W-0236,Apparel,3324,1895,3324,3823.0
MYN-W-0237,Apparel,2239,1052,2239,2575.0
MYN-W-0238,Apparel,4514,2528,4514,5191.0
MYN-W-0239,Apparel,1999,920,1999,2299.0
MYN-W-0240,Apparel,4094,2252,4094,4708.0
MYN-W-0241,Apparel,3079,1386,3079,3541.0
MYN-W-0242,Apparel,3149,1700,3149,3621.0
MYN-W-0243,Apparel,4269,1878,4269,4909.0
MYN-W-0244,Apparel,2789,1478,2789,3207.0
MYN-W-0245,Apparel,3849,1655,3849,4426.0
MYN-W-0246,Apparel,2539,1320,2539,2920.0
MYN-W-0247,Apparel,3429,1440,3429,3943.0
MYN-W-0248,Apparel,2299,1172,2299,2644.0
MYN-W-0249,Apparel,2579,1547,2579,2966.0
MYN-W-0250,Apparel,3604,1802,3604,4145.0
MYN-W-0251,Apparel,3599,2123,3599,4139.0
MYN-W-0252,Apparel,3184,1560,3184,3662.0
MYN-W-0253,Apparel,2159,1252,2159,2483.0
MYN-W-0254,Apparel,4374,2100,4374,5030.0
MYN-W-0255,Apparel,1919,1094,1919,2207.0
MYN-W-0256,Apparel,3954,1858,3954,4547.0
MYN-W-0257,Apparel,4549,2547,4549,5231.0
MYN-W-0258,Apparel,3029,1393,3029,3483.0
MYN-W-0259,Apparel,4129,2271,4129,4748.0
MYN-W-0260,Apparel,2669,1201,2669,3069.0
MYN-W-0261,Apparel,3709,2003,3709,4265.0
MYN-W-0262,Apparel,2459,1082,2459,2828.0
MYN-W-0263,Apparel,3289,1743,3289,3782.0
MYN-W-0264,Apparel,2219,954,2219,2552.0
MYN-W-0265,Apparel,3839,1996,3839,4415.0
MYN-W-0266,Apparel,3464,1455,3464,3984.0
MYN-W-0267,Apparel,3479,1774,3479,4001.0
MYN-W-0268,Apparel,3044,1826,3044,3501.0
MYN-W-0269,Apparel,2079,1040,2079,2391.0
MYN-W-0270,Apparel,4234,2498,4234,4869.0
MYN-W-0271,Apparel,1839,901,1839,2115.0
MYN-W-0272,Apparel,3814,2212,3814,4386.0
MYN-W-0273,Apparel,4409,2116,4409,5070.0
MYN-W-0274,Apparel,2909,1658,2909,3345.0
MYN-W-0275,Apparel,3989,1875,3989,4587.0
MYN-W-0276,Apparel,2549,1427,2549,2931.0
MYN-W-0277,Apparel,3569,1642,3569,4104.0
MYN-W-0278,Apparel,2379,1308,2379,2736.0
MYN-W-0279,Apparel,3149,1417,3149,3621.0
MYN-W-0280,Apparel,2139,1155,2139,2460.0
MYN-W-0281,Apparel,3719,1636,3719,4277.0
MYN-W-0282,Apparel,3324,1762,3324,3823.0
MYN-W-0283,Apparel,3359,1444,3359,3863.0
MYN-W-0284,Apparel,4514,2347,4514,5191.0
MYN-W-0285,Apparel,1999,840,1999,2299.0
MYN-W-0286,Apparel,4094,2088,4094,4708.0
MYN-W-0287,Apparel,1759,1055,1759,2023.0
MYN-W-0288,Apparel,3674,1837,3674,4225.0
MYN-W-0289,Apparel,4269,2519,4269,4909.0
MYN-W-0290,Apparel,2789,1367,2789,3207.0
MYN-W-0291,Apparel,3849,2232,3849,4426.0
MYN-W-0292,Apparel,3809,1828,3809,4380.0
MYN-W-0293,Apparel,3429,1955,3429,3943.0
MYN-W-0294,Apparel,2299,1081,2299,2644.0
MYN-W-0295,Apparel,3009,1685,3009,3460.0
MYN-W-0296,Apparel,2059,947,2059,2368.0
MYN-W-0297,Apparel,3599,1979,3599,4139.0
MYN-W-0298,Apparel,3184,1433,3184,3662.0
MYN-W-0299,Apparel,3239,1749,3239,3725.0
MYN-W-0300,Apparel,4374,1925,4374,5030.0
MYN-W-0301,Apparel,1919,1017,1919,2207.0
MYN-W-0302,Apparel,3954,1700,3954,4547.0
MYN-W-0303,Apparel,2599,1351,2599,2989.0
MYN-W-0304,Apparel,3534,1484,3534,4064.0
MYN-W-0305,Apparel,4129,2106,4129,4748.0
MYN-W-0306,Apparel,2669,1601,2669,3069.0
MYN-W-0307,Apparel,3709,1854,3709,4265.0
MYN-W-0308,Apparel,3689,2177,3689,4242.0
MYN-W-0309,Apparel,3289,1612,3289,3782.0
MYN-W-0310,Apparel,2219,1287,2219,2552.0
MYN-W-0311,Apparel,4479,2150,4479,5151.0
MYN-W-0312,Apparel,1979,1128,1979,2276.0
MYN-W-0313,Apparel,3479,1635,3479,4001.0
MYN-W-0314,Apparel,3044,1705,3044,3501.0
MYN-W-0315,Apparel,3119,1435,3119,3587.0
MYN-W-0316,Apparel,4234,2329,4234,4869.0
MYN-W-0317,Apparel,1839,828,1839,2115.0
MYN-W-0318,Apparel,3814,2060,3814,4386.0
MYN-W-0319,Apparel,2519,1108,2519,2897.0
MYN-W-0320,Apparel,3394,1799,3394,3903.0
MYN-W-0321,Apparel,3989,1715,3989,4587.0
MYN-W-0322,Apparel,2549,1325,2549,2931.0
MYN-W-0323,Apparel,3569,1499,3569,4104.0
MYN-W-0324,Apparel,3569,1820,3569,4104.0
MYN-W-0325,Apparel,3149,1889,3149,3621.0
MYN-W-0326,Apparel,2139,1070,2139,2460.0
MYN-W-0327,Apparel,4339,2560,4339,4990.0
MYN-W-0328,Apparel,1899,931,1899,2184.0
MYN-W-0329,Apparel,3359,1948,3359,3863.0
MYN-W-0330,Apparel,4514,2167,4514,5191.0
MYN-W-0331,Apparel,2999,1709,2999,3449.0
MYN-W-0332,Apparel,4094,1924,4094,4708.0
MYN-W-0333,Apparel,1759,985,1759,2023.0
MYN-W-0334,Apparel,3674,1690,3674,4225.0
MYN-W-0335,Apparel,2439,1341,2439,2805.0
MYN-W-0336,Apparel,3254,1464,3254,3742.0
MYN-W-0337,Apparel,3849,2078,3849,4426.0
MYN-W-0338,Apparel,3809,1676,3809,4380.0
MYN-W-0339,Apparel,3429,1817,3429,3943.0
MYN-W-0340,Apparel,3449,1483,3449,3966.0
MYN-W-0341,Apparel,3009,1565,3009,3460.0
MYN-W-0342,Apparel,2059,865,2059,2368.0
MYN-W-0343,Apparel,4199,2141,4199,4829.0
MYN-W-0344,Apparel,1819,1091,1819,2092.0
MYN-W-0345,Apparel,3239,1620,3239,3725.0
MYN-W-0346,Apparel,4374,2581,4374,5030.0
MYN-W-0347,Apparel,2879,1411,2879,3311.0
MYN-W-0348,Apparel,3954,2293,3954,4547.0
MYN-W-0349,Apparel,2599,1248,2599,2989.0
MYN-W-0350,Apparel,3534,2014,3534,4064.0
MYN-W-0351,Apparel,2359,1109,2359,2713.0
MYN-W-0352,Apparel,3114,1744,3114,3581.0
MYN-W-0353,Apparel,3709,1706,3709,4265.0
MYN-W-0354,Apparel,3689,2029,3689,4242.0
MYN-W-0355,Apparel,3289,1480,3289,3782.0
MYN-W-0356,Apparel,3329,1798,3329,3828.0
MYN-W-0357,Apparel,4479,1971,4479,5151.0
MYN-W-0358,Apparel,1979,1049,1979,2276.0
MYN-W-0359,Apparel,4059,1745,4059,4668.0
MYN-W-0360,Apparel,1739,904,1739,2000.0
MYN-W-0361,Apparel,3119,1310,3119,3587.0
MYN-W-0362,Apparel,4234,2159,4234,4869.0
MYN-W-0363,Apparel,2759,1655,2759,3173.0
MYN-W-0364,Apparel,3814,1907,3814,4386.0
MYN-W-0365,Apparel,2519,1486,2519,2897.0
MYN-W-0366,Apparel,3394,1663,3394,3903.0
MYN-W-0367,Apparel,2279,1322,2279,2621.0
MYN-W-0368,Apparel,2974,1428,2974,3420.0
MYN-W-0369,Apparel,3569,2034,3569,4104.0
MYN-W-0370,Apparel,3569,1677,3569,4104.0
MYN-W-0371,Apparel,3149,1763,3149,3621.0
MYN-W-0372,Apparel,3209,1476,3209,3690.0
MYN-W-0373,Apparel,4339,2386,4339,4990.0
MYN-W-0374,Apparel,1899,855,1899,2184.0
MYN-W-0375,Apparel,3919,2116,3919,4507.0
MYN-W-0376,Apparel,2579,1135,2579,2966.0
MYN-W-0377,Apparel,2999,1589,2999,3449.0
MYN-W-0378,Apparel,4094,1760,4094,4708.0
MYN-W-0379,Apparel,2639,1372,2639,3035.0
MYN-W-0380,Apparel,3674,1543,3674,4225.0
MYN-W-0381,Apparel,2439,1244,2439,2805.0
MYN-W-0382,Apparel,3254,1952,3254,3742.0
MYN-W-0383,Apparel,2199,1100,2199,2529.0
MYN-W-0384,Apparel,4444,2622,4444,5111.0
MYN-W-0385,Apparel,3429,1680,3429,3943.0
MYN-W-0386,Apparel,3449,2000,3449,3966.0
MYN-W-0387,Apparel,3009,1444,3009,3460.0
MYN-W-0388,Apparel,3089,1761,3089,3552.0
MYN-W-0389,Apparel,4199,1974,4199,4829.0
MYN-W-0390,Apparel,1819,1019,1819,2092.0
MYN-W-0391,Apparel,3779,1738,3779,4346.0
MYN-W-0392,Apparel,2499,1374,2499,2874.0
MYN-W-0393,Apparel,2879,1296,2879,3311.0
MYN-W-0394,Apparel,3954,2135,3954,4547.0
MYN-W-0395,Apparel,3899,1716,3899,4484.0
MYN-W-0396,Apparel,3534,1873,3534,4064.0
MYN-W-0397,Apparel,2359,1014,2359,2713.0
MYN-W-0398,Apparel,3114,1619,3114,3581.0
MYN-W-0399,Apparel,2119,890,2119,2437.0
MYN-W-0400,Apparel,4304,2195,4304,4950.0
MYN-W-0401,Apparel,3289,1973,3289,3782.0
MYN-W-0402,Apparel,3329,1664,3329,3828.0
MYN-W-0403,Apparel,4479,2643,4479,5151.0
MYN-W-0404,Apparel,2969,1455,2969,3414.0
MYN-W-0405,Apparel,4059,2354,4059,4668.0
MYN-W-0406,Apparel,1739,835,1739,2000.0
MYN-W-0407,Apparel,3639,2074,3639,4185.0
MYN-W-0408,Apparel,2419,1137,2419,2782.0
MYN-W-0409,Apparel,2759,1545,2759,3173.0
MYN-W-0410,Apparel,3814,1754,3814,4386.0
MYN-W-0411,Apparel,3779,2078,3779,4346.0
MYN-W-0412,Apparel,3394,1527,3394,3903.0
MYN-W-0413,Apparel,2279,1231,2279,2621.0
MYN-W-0414,Apparel,2974,1309,2974,3420.0
MYN-W-0415,Apparel,2039,1081,2039,2345.0
MYN-W-0416,Apparel,4164,1791,4164,4789.0
MYN-W-0417,Apparel,3149,1637,3149,3621.0
MYN-W-0418,Apparel,3209,1348,3209,3690.0
MYN-W-0419,Apparel,4339,2213,4339,4990.0
MYN-W-0420,Apparel,2849,1709,2849,3276.0
MYN-W-0421,Apparel,3919,1960,3919,4507.0
MYN-W-0422,Apparel,2579,1522,2579,2966.0
MYN-W-0423,Apparel,3499,1715,3499,4024.0
MYN-W-0424,Apparel,2339,1357,2339,2690.0
MYN-W-0425,Apparel,2639,1267,2639,3035.0
MYN-W-0426,Apparel,3674,2094,3674,4225.0
MYN-W-0427,Apparel,3659,1720,3659,4208.0
MYN-W-0428,Apparel,3254,1822,3254,3742.0
MYN-W-0429,Apparel,2199,1012,2199,2529.0
MYN-W-0430,Apparel,4444,2444,4444,5111.0
MYN-W-0431,Apparel,1959,882,1959,2253.0
MYN-W-0432,Apparel,4024,2173,4024,4628.0
MYN-W-0433,Apparel,3009,1324,3009,3460.0
MYN-W-0434,Apparel,3089,1637,3089,3552.0
MYN-W-0435,Apparel,4199,1806,4199,4829.0
MYN-W-0436,Apparel,2729,1419,2729,3138.0
MYN-W-0437,Apparel,3779,1587,3779,4346.0
MYN-W-0438,Apparel,2499,1274,2499,2874.0
MYN-W-0439,Apparel,3359,2015,3359,3863.0
MYN-W-0440,Apparel,2259,1130,2259,2598.0
MYN-W-0441,Apparel,3899,2300,3899,4484.0
MYN-W-0442,Apparel,3534,1732,3534,4064.0
MYN-W-0443,Apparel,3539,2053,3539,4070.0
MYN-W-0444,Apparel,3114,1495,3114,3581.0
MYN-W-0445,Apparel,2119,1208,2119,2437.0
MYN-W-0446,Apparel,4304,2023,4304,4950.0
MYN-W-0447,Apparel,1879,1052,1879,2161.0
MYN-W-0448,Apparel,3884,1787,3884,4467.0
MYN-W-0449,Apparel,4479,2463,4479,5151.0
MYN-W-0450,Apparel,2969,1336,2969,3414.0
MYN-W-0451,Apparel,4059,2192,4059,4668.0
MYN-W-0452,Apparel,2609,1148,2609,3000.0
MYN-W-0453,Apparel,3639,1929,3639,4185.0
MYN-W-0454,Apparel,2419,1040,2419,2782.0
MYN-W-0455,Apparel,3219,1674,3219,3702.0
MYN-W-0456,Apparel,2179,915,2179,2506.0
MYN-W-0457,Apparel,3779,1927,3779,4346.0
MYN-W-0458,Apparel,3394,2036,3394,3903.0
MYN-W-0459,Apparel,3419,1710,3419,3932.0
MYN-W-0460,Apparel,2974,1755,2974,3420.0
MYN-W-0461,Apparel,2039,999,2039,2345.0
MYN-W-0462,Apparel,4164,2415,4164,4789.0
MYN-W-0463,Apparel,1799,864,1799,2069.0
MYN-W-0464,Apparel,3744,2134,3744,4306.0
MYN-W-0465,Apparel,4339,2039,4339,4990.0
MYN-W-0466,Apparel,2849,1595,2849,3276.0
MYN-W-0467,Apparel,3919,1803,3919,4507.0
MYN-W-0468,Apparel,3869,2128,3869,4449.0
MYN-W-0469,Apparel,3499,1575,3499,4024.0
MYN-W-0470,Apparel,2339,1263,2339,2690.0
MYN-W-0471,Apparel,3079,1355,3079,3541.0
MYN-W-0472,Apparel,2099,1112,2099,2414.0
MYN-W-0473,Apparel,3659,1573,3659,4208.0
MYN-W-0474,Apparel,3254,1692,3254,3742.0
MYN-W-0475,Apparel,3299,1386,3299,3794.0
MYN-W-0476,Apparel,4444,2266,4444,5111.0
MYN-W-0477,Apparel,1959,1175,1959,2253.0
MYN-W-0478,Apparel,4024,2012,4024,4628.0
MYN-W-0479,Apparel,1719,1014,1719,1977.0
MYN-W-0480,Apparel,3604,1766,3604,4145.0
MYN-W-0481,Apparel,4199,2435,4199,4829.0
MYN-W-0482,Apparel,2729,1310,2729,3138.0
MYN-W-0483,Apparel,3779,2154,3779,4346.0
MYN-W-0484,Apparel,3749,1762,3749,4311.0
MYN-W-0485,Apparel,3359,1881,3359,3863.0
MYN-W-0486,Apparel,2259,1039,2259,2598.0
MYN-W-0487,Apparel,4549,2502,4549,5231.0
MYN-W-0488,Apparel,2019,909,2019,2322.0
MYN-W-0489,Apparel,3539,1911,3539,4070.0
MYN-W-0490,Apparel,3114,1370,3114,3581.0
MYN-W-0491,Apparel,3179,1685,3179,3656.0
MYN-W-0492,Apparel,4304,1851,4304,4950.0
MYN-W-0493,Apparel,1879,977,1879,2161.0
MYN-W-0494,Apparel,3884,1631,3884,4467.0
MYN-W-0495,Apparel,2559,1305,2559,2943.0
MYN-W-0496,Apparel,3464,2078,3464,3984.0
MYN-W-0497,Apparel,4059,2030,4059,4668.0
MYN-W-0498,Apparel,2609,1539,2609,3000.0
MYN-W-0499,Apparel,3639,1783,3639,4185.0
