sku_id,category,current_price,cogs,competitor_price,mrp
FAB-0193,Footwear,1949,1072,1949,2241.0
FAB-0194,Accessories,909,355,909,1045.0
FAB-0195,Beauty,831,366,831,956.0
FAB-0196,Home,1520,745,1520,1748.0
FAB-0197,Apparel,1949,1052,1949,2241.0
FAB-0198,Footwear,2049,779,2049,2356.0
FAB-0199,Accessories,949,408,949,1091.0
FAB-0200,Beauty,863,414,863,992.0
FAB-0201,Home,1572,833,1572,1808.0
FAB-0202,Apparel,1094,405,1094,1258.0
FAB-0203,Footwear,2149,903,2149,2471.0
FAB-0204,Accessories,989,465,989,1137.0
FAB-0205,Beauty,895,465,895,1029.0
FAB-0206,Home,1624,585,1624,1868.0
FAB-0207,Apparel,1154,473,1154,1327.0
FAB-0208,Footwear,2249,1035,2249,2586.0
FAB-0209,Accessories,1029,525,1029,1183.0
FAB-0210,Beauty,927,324,927,1066.0
FAB-0211,Home,1676,670,1676,1927.0
FAB-0212,Apparel,1214,546,1214,1396.0
FAB-0213,Footwear,2349,1174,2349,2701.0
FAB-0214,Accessories,1069,588,1069,1229.0
FAB-0215,Beauty,959,374,959,1103.0
FAB-0216,Home,935,411,935,1075.0
FAB-0217,Apparel,1274,624,1274,1465.0
FAB-0218,Footwear,2449,1322,2449,2816.0
FAB-0219,Accessories,1109,421,1109,1275.0
FAB-0220,Beauty,991,426,991,1140.0
FAB-0221,Home,987,474,987,1135.0
FAB-0222,Apparel,1334,707,1334,1534.0
FAB-0223,Footwear,2549,943,2549,2931.0
FAB-0224,Accessories,1149,483,1149,1321.0
FAB-0225,Beauty,1023,481,1023,1176.0
FAB-0226,Home,1039,540,1039,1195.0
FAB-0227,Apparel,1394,502,1394,1603.0
FAB-0228,Footwear,2649,1086,2649,3046.0
FAB-0229,Accessories,1189,547,1189,1367.0
FAB-0230,Beauty,567,289,567,652.0
FAB-0231,Home,1091,382,1091,1255.0
FAB-0232,Apparel,1454,582,1454,1672.0
FAB-0233,Footwear,2749,1237,2749,3161.0
FAB-0234,Accessories,1229,614,1229,1413.0
FAB-0235,Beauty,599,329,599,689.0
FAB-0236,Home,1143,446,1143,1314.0
FAB-0237,Apparel,1514,666,1514,1741.0
FAB-0238,Footwear,2849,1396,2849,3276.0
FAB-0239,Accessories,1269,685,1269,1459.0
FAB-0240,Beauty,631,240,631,726.0
FAB-0241,Home,1195,514,1195,1374.0
FAB-0242,Apparel,1574,756,1574,1810.0
FAB-0243,Footwear,2949,1563,2949,3391.0
FAB-0244,Accessories,699,259,699,804.0
FAB-0245,Beauty,663,278,663,762.0
FAB-0246,Home,1247,586,1247,1434.0
FAB-0247,Apparel,1634,850,1634,1879.0
FAB-0248,Footwear,3049,1098,3049,3506.0
FAB-0249,Accessories,739,303,739,850.0
FAB-0250,Beauty,695,320,695,799.0
FAB-0251,Home,1299,662,1299,1494.0
FAB-0252,Apparel,1694,593,1694,1948.0
FAB-0253,Footwear,3149,1260,3149,3621.0
FAB-0254,Accessories,779,351,779,896.0
FAB-0255,Beauty,727,364,727,836.0
FAB-0256,Home,1351,743,1351,1554.0
FAB-0257,Apparel,1754,684,1754,2017.0
FAB-0258,Footwear,3249,1430,3249,3736.0
FAB-0259,Accessories,819,401,819,942.0
FAB-0260,Beauty,759,410,759,873.0
FAB-0261,Home,1403,533,1403,1613.0
FAB-0262,Apparel,1814,780,1814,2086.0
FAB-0263,Footwear,1824,876,1824,2098.0
FAB-0264,Accessories,859,455,859,988.0
FAB-0265,Beauty,791,293,791,910.0
FAB-0266,Home,1455,611,1455,1673.0
FAB-0267,Apparel,1874,881,1874,2155.0
FAB-0268,Footwear,1924,1000,1924,2213.0
FAB-0269,Accessories,899,324,899,1034.0
FAB-0270,Beauty,823,337,823,946.0
FAB-0271,Home,1507,693,1507,1733.0
FAB-0272,Apparel,1934,986,1934,2224.0
FAB-0273,Footwear,2024,708,2024,2328.0
FAB-0274,Accessories,939,376,939,1080.0
FAB-0275,Beauty,855,385,855,983.0
FAB-0276,Home,1559,780,1559,1793.0
FAB-0277,Apparel,1079,593,1079,1241.0
FAB-0278,Footwear,2124,828,2124,2443.0
FAB-0279,Accessories,979,431,979,1126.0
FAB-0280,Beauty,887,435,887,1020.0
FAB-0281,Home,1611,870,1611,1853.0
FAB-0282,Apparel,1139,433,1139,1310.0
FAB-0283,Footwear,2224,956,2224,2558.0
FAB-0284,Accessories,1019,489,1019,1172.0
FAB-0285,Beauty,919,487,919,1057.0
FAB-0286,Home,1663,615,1663,1912.0
FAB-0287,Apparel,1199,504,1199,1379.0
FAB-0288,Footwear,2324,1092,2324,2673.0
FAB-0289,Accessories,1059,551,1059,1218.0
FAB-0290,Beauty,951,342,951,1094.0
FAB-0291,Home,922,378,922,1060.0
FAB-0292,Apparel,1259,579,1259,1448.0
FAB-0293,Footwear,2424,1236,2424,2788.0
FAB-0294,Accessories,1099,385,1099,1264.0
FAB-0295,Beauty,983,393,983,1130.0
FAB-0296,Home,974,438,974,1120.0
FAB-0297,Apparel,1319,660,1319,1517.0
FAB-0298,Footwear,2524,1388,2524,2903.0
FAB-0299,Accessories,1139,444,1139,1310.0
FAB-0300,Beauty,1015,447,1015,1167.0
FAB-0301,Home,1026,503,1026,1180.0
FAB-0302,Apparel,1379,745,1379,1586.0
FAB-0303,Footwear,2624,997,2624,3018.0
FAB-0304,Accessories,1179,507,1179,1356.0
FAB-0305,Beauty,559,268,559,643.0
FAB-0306,Home,1078,571,1078,1240.0
FAB-0307,Apparel,1439,532,1439,1655.0
FAB-0308,Footwear,2724,1144,2724,3133.0
FAB-0309,Accessories,1219,573,1219,1402.0
FAB-0310,Beauty,591,307,591,680.0
FAB-0311,Home,1130,407,1130,1300.0
FAB-0312,Apparel,1499,615,1499,1724.0
FAB-0313,Footwear,2824,1299,2824,3248.0
FAB-0314,Accessories,1259,642,1259,1448.0
FAB-0315,Beauty,623,218,623,716.0
FAB-0316,Home,1182,473,1182,1359.0
FAB-0317,Apparel,1559,702,1559,1793.0
FAB-0318,Footwear,2924,1462,2924,3363.0
FAB-0319,Accessories,1299,714,1299,1494.0
FAB-0320,Beauty,655,255,655,753.0
FAB-0321,Home,1234,543,1234,1419.0
FAB-0322,Apparel,1619,793,1619,1862.0
FAB-0323,Footwear,3024,1633,3024,3478.0
FAB-0324,Accessories,729,277,729,838.0
FAB-0325,Beauty,687,295,687,790.0
FAB-0326,Home,1286,617,1286,1479.0
FAB-0327,Apparel,1679,890,1679,1931.0
FAB-0328,Footwear,3124,1156,3124,3593.0
FAB-0329,Accessories,769,323,769,884.0
FAB-0330,Beauty,719,338,719,827.0
FAB-0331,Home,1338,696,1338,1539.0
FAB-0332,Apparel,1739,626,1739,2000.0
FAB-0333,Footwear,3224,1322,3224,3708.0
FAB-0334,Accessories,809,372,809,930.0
FAB-0335,Beauty,751,383,751,864.0
FAB-0336,Home,1390,486,1390,1598.0
FAB-0337,Apparel,1799,720,1799,2069.0
FAB-0338,Footwear,1799,810,1799,2069.0
FAB-0339,Accessories,849,424,849,976.0
FAB-0340,Beauty,783,431,783,900.0
FAB-0341,Home,1442,562,1442,1658.0
FAB-0342,Apparel,1859,818,1859,2138.0
FAB-0343,Footwear,1899,931,1899,2184.0
FAB-0344,Accessories,889,480,889,1022.0
FAB-0345,Beauty,815,310,815,937.0
FAB-0346,Home,1494,642,1494,1718.0
FAB-0347,Apparel,1919,921,1919,2207.0
FAB-0348,Footwear,1999,1059,1999,2299.0
FAB-0349,Accessories,929,344,929,1068.0
FAB-0350,Beauty,847,356,847,974.0
FAB-0351,Home,1546,727,1546,1778.0
FAB-0352,Apparel,1064,553,1064,1224.0
FAB-0353,Footwear,2099,756,2099,2414.0
FAB-0354,Accessories,969,397,969,1114.0
FAB-0355,Beauty,879,404,879,1011.0
FAB-0356,Home,1598,815,1598,1838.0
FAB-0357,Apparel,1124,393,1124,1293.0
FAB-0358,Footwear,2199,880,2199,2529.0
FAB-0359,Accessories,1009,454,1009,1160.0
FAB-0360,Beauty,911,456,911,1048.0
FAB-0361,Home,1650,908,1650,1897.0
FAB-0362,Apparel,1184,462,1184,1362.0
FAB-0363,Footwear,2299,1012,2299,2644.0
FAB-0364,Accessories,1049,514,1049,1206.0
FAB-0365,Beauty,943,509,943,1084.0
FAB-0366,Home,909,345,909,1045.0
FAB-0367,Apparel,1244,535,1244,1431.0
FAB-0368,Footwear,2399,1152,2399,2759.0
FAB-0369,Accessories,1089,577,1089,1252.0
FAB-0370,Beauty,975,361,975,1121.0
FAB-0371,Home,961,404,961,1105.0
FAB-0372,Apparel,1304,613,1304,1500.0
FAB-0373,Footwear,2499,1299,2499,2874.0
FAB-0374,Accessories,1129,406,1129,1298.0
FAB-0375,Beauty,1007,413,1007,1158.0
FAB-0376,Home,1013,466,1013,1165.0
FAB-0377,Apparel,1364,696,1364,1569.0
FAB-0378,Footwear,2599,910,2599,2989.0
FAB-0379,Accessories,1169,468,1169,1344.0
FAB-0380,Beauty,1039,468,1039,1195.0
FAB-0381,Home,1065,532,1065,1225.0
FAB-0382,Apparel,1424,783,1424,1638.0
FAB-0383,Footwear,2699,1053,2699,3104.0
FAB-0384,Accessories,1209,532,1209,1390.0
FAB-0385,Beauty,583,286,583,670.0
FAB-0386,Home,1117,603,1117,1285.0
FAB-0387,Apparel,1484,564,1484,1707.0
FAB-0388,Footwear,2799,1204,2799,3219.0
FAB-0389,Accessories,1249,600,1249,1436.0
FAB-0390,Beauty,615,326,615,707.0
FAB-0391,Home,1169,433,1169,1344.0
FAB-0392,Apparel,1544,648,1544,1776.0
FAB-0393,Footwear,2899,1363,2899,3334.0
FAB-0394,Accessories,1289,670,1289,1482.0
FAB-0395,Beauty,647,233,647,744.0
FAB-0396,Home,1221,501,1221,1404.0
FAB-0397,Apparel,1604,738,1604,1845.0
FAB-0398,Footwear,2999,1529,2999,3449.0
FAB-0399,Accessories,719,252,719,827.0
FAB-0400,Beauty,679,272,679,781.0
FAB-0401,Home,1273,573,1273,1464.0
FAB-0402,Apparel,1664,832,1664,1914.0
FAB-0403,Footwear,3099,1704,3099,3564.0
FAB-0404,Accessories,759,296,759,873.0
FAB-0405,Beauty,711,313,711,818.0
FAB-0406,Home,1325,649,1325,1524.0
FAB-0407,Apparel,1724,931,1724,1983.0
FAB-0408,Footwear,3199,1216,3199,3679.0
FAB-0409,Accessories,799,344,799,919.0
FAB-0410,Beauty,743,357,743,854.0
FAB-0411,Home,1377,730,1377,1584.0
FAB-0412,Apparel,1784,660,1784,2052.0
FAB-0413,Footwear,1774,745,1774,2040.0
FAB-0414,Accessories,839,394,839,965.0
FAB-0415,Beauty,775,403,775,891.0
FAB-0416,Home,1429,514,1429,1643.0
FAB-0417,Apparel,1844,756,1844,2121.0
FAB-0418,Footwear,1874,862,1874,2155.0
FAB-0419,Accessories,879,448,879,1011.0
FAB-0420,Beauty,807,282,807,928.0
FAB-0421,Home,1481,592,1481,1703.0
FAB-0422,Apparel,1904,857,1904,2190.0
FAB-0423,Footwear,1974,987,1974,2270.0
FAB-0424,Accessories,919,505,919,1057.0
FAB-0425,Beauty,839,327,839,965.0
FAB-0426,Home,1533,675,1533,1763.0
FAB-0427,Apparel,1049,514,1049,1206.0
FAB-0428,Footwear,2074,1120,2074,2385.0
FAB-0429,Accessories,959,364,959,1103.0
FAB-0430,Beauty,871,375,871,1002.0
FAB-0431,Home,1585,761,1585,1823.0
FAB-0432,Apparel,1109,588,1109,1275.0
FAB-0433,Footwear,2174,804,2174,2500.0
FAB-0434,Accessories,999,420,999,1149.0
FAB-0435,Beauty,903,424,903,1038.0
FAB-0436,Home,1637,851,1637,1883.0
FAB-0437,Apparel,1169,421,1169,1344.0
FAB-0438,Footwear,2274,932,2274,2615.0
FAB-0439,Accessories,1039,478,1039,1195.0
FAB-0440,Beauty,935,477,935,1075.0
FAB-0441,Home,1689,591,1689,1942.0
FAB-0442,Apparel,1229,492,1229,1413.0
FAB-0443,Footwear,2374,1068,2374,2730.0
FAB-0444,Accessories,1079,540,1079,1241.0
FAB-0445,Beauty,967,532,967,1112.0
FAB-0446,Home,948,370,948,1090.0
FAB-0447,Apparel,1289,567,1289,1482.0
FAB-0448,Footwear,2474,1212,2474,2845.0
FAB-0449,Accessories,1119,604,1119,1287.0
FAB-0450,Beauty,999,380,999,1149.0
FAB-0451,Home,1000,430,1000,1150.0
FAB-0452,Apparel,1349,648,1349,1551.0
FAB-0453,Footwear,2574,1364,2574,2960.0
FAB-0454,Accessories,1159,429,1159,1333.0
FAB-0455,Beauty,1031,433,1031,1186.0
FAB-0456,Home,1052,494,1052,1210.0
FAB-0457,Apparel,1409,733,1409,1620.0
FAB-0458,Footwear,2674,963,2674,3075.0
FAB-0459,Accessories,1199,492,1199,1379.0
FAB-0460,Beauty,575,264,575,661.0
FAB-0461,Home,1104,563,1104,1270.0
FAB-0462,Apparel,1469,514,1469,1689.0
FAB-0463,Footwear,2774,1110,2774,3190.0
FAB-0464,Accessories,1239,558,1239,1425.0
FAB-0465,Beauty,607,304,607,698.0
FAB-0466,Home,1156,636,1156,1329.0
FAB-0467,Apparel,1529,596,1529,1758.0
FAB-0468,Footwear,2874,1265,2874,3305.0
FAB-0469,Accessories,1279,627,1279,1471.0
FAB-0470,Beauty,639,345,639,735.0
FAB-0471,Home,1208,459,1208,1389.0
FAB-0472,Apparel,1589,683,1589,1827.0
FAB-0473,Footwear,2974,1428,2974,3420.0
FAB-0474,Accessories,709,376,709,815.0
FAB-0475,Beauty,671,248,671,772.0
FAB-0476,Home,1260,529,1260,1449.0
FAB-0477,Apparel,1649,775,1649,1896.0
FAB-0478,Footwear,3074,1598,3074,3535.0
FAB-0479,Accessories,749,270,749,861.0
FAB-0480,Beauty,703,288,703,808.0
FAB-0481,Home,1312,604,1312,1509.0
FAB-0482,Apparel,1709,872,1709,1965.0
FAB-0483,Footwear,3174,1111,3174,3650.0
FAB-0484,Accessories,789,316,789,907.0
FAB-0485,Beauty,735,331,735,845.0
FAB-0486,Home,1364,682,1364,1569.0
FAB-0487,Apparel,1769,973,1769,2034.0
FAB-0488,Footwear,1749,682,1749,2011.0
FAB-0489,Accessories,829,365,829,953.0
FAB-0490,Beauty,767,376,767,882.0
FAB-0491,Home,1416,765,1416,1628.0
FAB-0492,Apparel,1829,695,1829,2103.0
FAB-0493,Footwear,1849,795,1849,2126.0
FAB-0494,Accessories,869,417,869,999.0
FAB-0495,Beauty,799,423,799,919.0
FAB-0496,Home,1468,543,1468,1688.0
FAB-0497,Apparel,1889,793,1889,2172.0
FAB-0498,Footwear,1949,916,1949,2241.0
FAB-0499,Accessories,909,473,909,1045.0
FAB-0500,Beauty,831,299,831,956.0
